tic,age,prad,Mp,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
180635419,524.8074602497734,2.330431545338114,2.7095650763710326,10.959864147826396,4.256514801739146e+18,280.317498125423,-5.34236383080195,0.530893,15.7316,16.867,0.125,16.951,0.15,14.445,0.058,13.419,,12.894,,16.6395,0.001258,17.4634,0.007983,15.6933,0.004821,,,,,,,,,Theia5056,524.8074602497734,Kounkel2020,5514.0,1.85544,0.97,[0],1,10.959864147826396,2.330431545338114,0.00013201249803290887,0.04195976736900736,0.045518969884027385,206.5678241560249,4.105890309682769,0.5031492808162004,0,0.12461526200732909,0,,0
1796656955,162.1810097358933,1.9796374012646056,14.01753563351676,1.2696702970021754,4.3140975657423713e+18,287.275158335246,13.0293522337814,0.447196,16.621,,,17.8308,0.0468,,,,,,,17.4015,0.000797,18.0686,0.015945,16.5465,0.007203,,,,,,,,,Theia3015,162.1810097358933,Kounkel2020,5250.0,1.24606,0.9,[9],1,,,,,,,,,0,,0,,0
42169250,1380.3842646028868,2.5929706508645083,30.32818016801119,55.99922032007112,3.1174325063503114e+18,95.953561696287,-2.34104113117242,0.783874,15.1023,16.168,0.044,16.125,0.092,14.324,0.026,13.944,0.037,13.873,0.044,15.6508,0.001059,16.0917,0.008468,15.0373,0.002681,13.669,0.026,13.65,0.038,12.633,,8.854,,Theia7016,1380.3842646028868,Kounkel2020,5832.0,0.982026,1.05,[4],1,,,,,,,,,0,,0,,0
343840918,8.566230736203103,1.1044581992861322,1.302260259081458,15.217481304600632,3.2365864740746373e+18,84.26935935,4.733830967,2.39277,14.1544,17.01,-0.104,15.816,0.035,12.81,0.03,12.163,0.035,11.958,0.027,15.0447,0.003228,15.917,0.014045,14.1123,0.011192,11.723,0.023,11.709,0.022,11.437,0.204,8.757,0.454,OSFC,10.0,roquette25,4345.0,0.977404,0.68,[10],1,,,,,,,,,0,,0,,0
432771208,177.82794100389228,3.7985856210485696,20.93972016778535,42.382555817726605,4.0968536144504817e+18,277.722940170726,-16.6469835980895,0.563048,15.7986,18.057,0.118,16.8866,0.0602,14.512,0.055,13.966,0.068,13.955,0.077,16.5166,0.006406,17.0475,0.068159,15.6408,0.037805,,,,,,,,,Theia3136,177.82794100389228,Kounkel2020,4992.0,1.38066,0.83,[1],1,,,,,,,,,0,,0,,0
163859973,173.78008287493762,3.3220893291252334,18.310279829594453,6.451429305383814,4.253173450286982e+18,281.139919721846,-6.48743057221598,0.599386,15.8851,17.995,0.153,16.554,0.15,14.825,0.107,13.65,,13.565,,16.547,0.000943,17.028,0.008432,15.7462,0.010261,,,,,,,,,Theia3110,173.78008287493762,Kounkel2020,5512.0,1.08572,0.97,[8],1,,,,,,,,,0,,0,,0
163514213,102.32929922807536,2.93909555546011,1.0824963618134609,62.67942757519889,4.107051589149349e+18,281.011691056153,-10.7705962293512,0.646177,14.5157,14.764,0.107,15.53,0.172,13.544,0.032,13.14,0.058,13.115,0.052,15.192,0.000957,15.7713,0.006206,14.461,0.003218,,,,,,,,,Theia2494,102.32929922807536,Kounkel2020,5503.0,1.92202,0.97,[8],1,,,,,,,,,0,,0,,0
432954570,2754.2287033381635,2.741281273588425,9.025415796412313,12.56636263382216,4.102882236680219e+18,278.023909410815,-16.1405876949637,0.46091,15.0734,16.947,0.111,16.06,0.229,14.06,0.023,13.643,0.027,13.531,0.027,15.6706,0.002694,16.057,0.005602,14.9048,0.008676,,,,,,,,,Ruprecht_171,2754.2287033381635,Cantat-Gaudin2020,6177.0,1.75772,1.18,[1],1,,,,,,,,,0,,0,,0
199820865,8.571171833662723,4.853606844101863,1.505282980405547,61.39189740650493,3.2225719270683264e+18,85.08103506,1.228083195,3.11777,15.9146,,,,,13.881,0.026,13.311,0.027,12.992,0.03,17.4339,0.002326,19.591,0.023091,16.051,0.006047,12.855,0.024,12.627,0.025,11.258,,8.885,,OSFC,10.0,roquette25,2951.0,0.52829,0.525309,[3],1,,,,,,,,,0,,0,,0
177451140,34.673685045253166,9.107782543511323,6.967219175019223,17.721070181373957,3.051729952085021e+18,106.98119618937,-7.5155970842859,1.74553,12.4404,13.512,0.021,12.835,0.16,11.882,0.022,11.64,0.022,11.612,0.024,12.8268,0.000737,13.1208,0.001961,12.386,0.001801,11.543,0.022,11.562,0.022,11.09,0.166,8.704,,Theia118,34.673685045253166,Kounkel2020,6297.0,1.1797,1.23,[5],1,,,,,,,,,0,,0,,0
269118051,8.706011083749784,3.382411978580093,0.824341359763835,33.68700034304999,3.2221787142219955e+18,80.94933333333334,1.6374722222222222,2.90417,16.3803,,,,,14.334,0.039,13.814,0.043,13.709,0.048,17.8602,0.002062,19.8864,0.080405,16.5041,0.007931,13.451,0.025,13.234,0.03,12.509,,8.597,,OSFC,10.0,roquette25,3011.0,0.43947,0.435215,[3],1,,,,,,,,,0,,0,,0
32878845,1445.439770745928,2.4301989878225667,7.591070202021938,13.143588889971188,4.203146500212728e+18,283.228090759748,-9.86408526293823,0.558729,16.3674,18.258,0.072,17.406,0.0464,15.307,0.062,14.906,0.067,15.515,,17.0617,0.001087,17.6411,0.013896,16.2873,0.004727,14.323,0.045,14.895,0.105,12.552,,8.694,,Theia7097,1445.439770745928,Kounkel2020,5157.0,1.02353,0.87,[8],1,13.143588889971188,2.4301989878225667,0.00047175737328020785,0.05816008983214872,0.07313867692552105,104.68302796035482,3.4237224229020025,0.8499150567778999,0,0.19619474664058553,0,,0
156427685,1905.4607179632444,2.278916338605508,5.101662067217871,32.26656560760529,3.334935383997707e+18,87.0890622385815,7.41776669032426,0.311587,15.1422,16.56,-0.074,15.9,1.133,14.385,0.032,14.017,0.035,13.969,0.05,15.6819,0.000767,16.1134,0.003896,15.0765,0.001829,13.873,0.03,13.998,0.044,12.433,,8.852,,Collinder_74,1905.4607179632444,Cantat-Gaudin2020,5995.0,2.10734,1.1,[12],1,,,,,,,,,0,,0,,0
164737742,524.8074602497734,1.1619692921416764,1.5680160085577035,36.88312174524677,4.251929249798676e+18,281.31374860616,-7.64599929230011,0.735716,15.7931,17.408,0.118,16.7371,0.0461,14.746,0.044,14.385,0.047,14.191,0.071,16.4392,0.000797,16.9415,0.009395,15.6891,0.004837,,,,,,,,,Theia5054,524.8074602497734,Kounkel2020,5387.0,0.920575,0.93,[8],1,,,,,,,,,0,,0,,0
118375799,35.481338923357534,4.738039512002247,29.26948057845003,12.229702548592554,4.09472513170762e+18,273.613570640345,-19.3194694494435,0.678658,14.231,16.23,0.052,15.089,0.115,13.44,0.038,13.189,0.075,12.999,0.073,14.7368,0.000356,15.1339,0.001852,14.163,0.002306,,,,,,,,,Theia1871,35.481338923357534,Kounkel2020,6209.0,1.5478,1.19,[6],1,,,,,,,,,0,,0,,0
125414300,131.82567385564047,2.811410539610945,32.254788233998454,83.57366789262555,3.0515615507051187e+18,105.681678210509,-8.39953738377263,1.01939,15.4167,16.782,0.115,16.113,1.133,14.272,0.035,13.738,0.038,13.505,0.04,16.1187,0.001558,16.7158,0.01295,15.3373,0.004526,13.417,0.026,13.462,0.038,12.421,0.432,8.852,,NGC_2323,131.82567385564047,Cantat-Gaudin2020,4919.0,0.90146,0.81,[5],1,,,,,,,,,0,,0,,0
25576784,891.2509381337442,3.2371393205051766,14.541186013181438,92.27740653949434,3.1029964684340234e+18,98.639274521535,-6.79084941835874,0.3768,15.145,16.525,0.048,15.969,0.115,14.344,0.032,13.923,0.032,13.859,0.052,15.6775,0.000773,16.1004,0.003869,15.0777,0.003088,13.883,0.027,14.011,0.042,12.393,,8.881,,UBC_443,891.2509381337442,Cantat-Gaudin2020,5942.0,1.86771,1.09,[4],1,,,,,,,,,0,,0,,0
114761329,588.8436553555885,2.576751955061396,9.17872253839489,19.212036574514148,4.093793226883679e+18,272.653638420283,-21.7128424720357,0.556964,14.4114,17.368,0.164,15.71,0.115,13.11,0.036,12.754,0.054,12.536,0.045,15.2452,0.000539,15.9912,0.003891,14.3703,0.001945,,,,,,,,,Theia5288,588.8436553555885,Kounkel2020,6066.0,2.78173,1.13,[6],1,,,,,,,,,0,,0,,0
177323338,323.5936569296281,5.958765042633533,14.936575808877825,11.411310709467092,3.0466440923298545e+18,106.680846179004,-10.0486982437926,0.694155,16.309,18.683,0.11,17.5135,0.0465,14.976,0.041,14.492,0.051,14.215,0.086,17.0811,0.001469,17.7735,0.013334,16.2457,0.004946,14.263,0.033,14.544,0.069,12.154,,8.444,,NGC_2335,323.5936569296281,Cantat-Gaudin2020,4742.0,1.00324,0.76,[5],1,,,,,,,,,0,,0,,0
163857819,102.32929922807536,3.1929509016991338,0.7653138412839914,49.763449577841655,4.2532119032584207e+18,281.094328965659,-6.31676769155828,0.483508,15.4908,17.432,0.136,16.3264,0.046,14.633,0.08,13.992,,13.888,,16.0788,0.000907,16.5268,0.006322,15.3941,0.003171,,,,,,,,,Theia2494,102.32929922807536,Kounkel2020,5848.0,1.38564,1.06,[8],1,,,,,,,,,0,,0,,0
401654031,977.2372209558112,45.33189383257041,3.432200609061361,17.59642109601276,4.320725490540246e+18,289.450835450154,15.111918038801,0.297806,16.2695,19.016,0.083,17.5631,0.0461,15.098,0.058,12.595,,12.129,,17.0909,0.000971,17.8135,0.00768,16.213,0.003843,,,,,,,,,Theia6322,977.2372209558112,Kounkel2020,6467.0,2.0125,1.32,[9],1,,,,,,,,,0,,0,,0
106681795,154.88166189124794,1.798198609272201,2.9123658689583585,93.01729998450442,4.143648524423418e+18,269.551382297302,-18.2393283081491,1.02414,14.6759,16.645,0.083,15.77,0.103,13.681,0.04,13.232,0.06,13.103,0.053,15.3435,0.000602,15.9082,0.004248,14.6157,0.003565,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,5576.0,1.11725,0.98,[6],1,,,,,,,,,0,,0,,0
356269831,123.02687708123813,1.3537876526860322,2.8030991598120414,4.042697916153014,4.513023889472303e+18,286.184415392839,16.1717580836616,0.383613,14.8384,16.626,0.07,15.66,0.149,13.859,0.031,13.672,0.038,13.64,0.056,15.4247,0.000826,15.8943,0.003352,14.7562,0.001468,13.147,0.026,13.167,0.032,12.512,,9.284,,Theia495,123.02687708123813,Kounkel2020,6694.0,2.26993,1.42,[9],1,4.042697916153014,1.3537876526860322,2.9765442728700347e-05,0.027142480911447112,0.025331230146235333,101.29500914308159,11.13118044764064,0.6002950101618877,0,0.05397050812058173,0,,0
391275696,954.992586021437,4.854056591853895,1.2379191842808672,35.569454388964864,1.8282840193580744e+18,297.137660592239,23.5499188520439,1.80038,13.8068,15.866,0.077,14.701,0.024,12.866,0.044,12.52,0.056,12.376,0.04,14.4627,0.000257,15.025,0.001315,13.7574,0.001035,12.169,0.033,12.249,0.038,11.401,0.229,8.088,,Theia1212,954.992586021437,Kounkel2020,5860.0,0.919855,1.06,[15],1,,,,,,,,,0,,0,,0
204247223,15.13561248436207,1.0233987957209525,0.991593285388724,26.75075492706773,4.104335314352392e+18,277.009206506176,-14.2399819125092,0.782409,13.6055,15.04,0.043,14.411,0.137,12.806,0.033,12.542,0.053,12.458,0.039,14.1152,0.000374,14.5202,0.002536,13.5343,0.00112,,,,,,,,,Theia1715,15.13561248436207,Kounkel2020,6687.0,1.7921,1.42,[14],1,,,,,,,,,0,,0,,0
123670195,128.82495516931323,2.05395896442499,2.7495683997621265,96.71940271973072,3.0502847471315507e+18,103.155815511073,-9.63489610938587,1.22988,16.0593,18.697,0.106,17.322,0.0465,14.901,0.033,14.257,0.039,14.189,0.069,16.8491,0.001245,17.6031,0.013195,16.0015,0.004019,14.059,0.026,14.187,0.047,12.401,,8.605,,Theia267,128.82495516931323,Kounkel2020,4372.0,0.677036,0.68,[13],1,,,,,,,,,0,,0,,0
124500742,15.848931924611142,16.171780130447548,4.159730742903382,66.64459088209618,3.0508693437191736e+18,104.330389170658,-8.23011849010689,0.418406,17.0772,19.597,0.119,18.3195,0.0471,15.8,0.063,15.398,0.121,15.074,0.146,17.8753,0.001993,18.5476,0.017914,16.9978,0.007772,,,,,,,,,BDSB93,15.848931924611142,Cantat-Gaudin2020,5904.0,1.06079,1.07,[13],1,,,,,,,,,0,,0,,0
319282600,1584.8931924611109,2.773948270131576,37.75948944867447,10.100317117575797,3.0476115895437507e+18,110.342316969117,-9.6048713414557,0.406292,15.2541,16.76,0.0,16.134,0.195,14.441,0.03,14.033,0.037,13.888,0.054,15.7974,0.000399,16.2273,0.002224,15.1818,0.001243,13.931,0.026,13.967,0.04,12.507,,8.95,,Theia7249,1584.8931924611109,Kounkel2020,5587.0,1.72197,0.99,[5],1,,,,,,,,,0,,0,,0
185442861,15.13561248436207,14.234083445741328,1.734399869508099,41.17145545949588,4.093864317187632e+18,272.388157442959,-21.3221485459584,0.347822,15.6497,,,16.587,0.15,14.462,0.049,13.032,,12.736,,16.4275,0.001097,17.0979,0.006207,15.5878,0.002969,,,,,,,,,Theia1714,15.13561248436207,Kounkel2020,6100.0,2.27192,1.15,[6],1,41.17145545949588,14.234083445741328,0.003284801451519352,0.07231068553767477,0.07714673691090448,385.95098144188137,1.092990264681573,0.8470207475756178,0,1.2787717396616989,0,,0
144616262,6.4982485381192685,4.263306873346654,2.489594817190073,82.23623571941518,3.336399388026783e+18,84.62748333333333,9.468311111,2.53551,13.531,16.505,0.142,14.927,0.172,12.132,0.024,11.406,0.022,11.237,0.019,14.4236,0.001958,15.3294,0.011249,13.4804,0.004967,11.138,0.025,11.083,0.023,10.73,0.116,8.69,0.433,OSFC,10.0,roquette25,4085.0,1.31242,0.64,[12],1,,,,,,,,,0,,0,,0
361442575,1174.8975549395304,1.401183812470863,3.210362745867195,10.532261010126184,1.8274087393812488e+18,296.481085910451,21.19907309612,0.412181,15.1668,18.788,0.165,17.0923,0.0463,13.601,0.029,13.128,0.035,12.898,0.029,16.2641,0.000585,17.3195,0.00745,15.1759,0.004495,12.773,0.033,12.852,0.036,12.158,0.499,8.256,,LP_321,1174.8975549395304,Cantat-Gaudin2020,5906.0,3.857,1.07,[15],1,,,,,,,,,0,,0,,0
279121286,316.227766016838,2.9555905171087904,6.717812904364502,5.393130145006645,4.515077639721281e+18,290.006044461607,18.1287570274282,1.91518,15.2824,18.842,0.166,16.8363,0.0465,14.043,0.026,13.266,0.026,13.111,0.034,16.2274,0.001767,17.1136,0.01066,15.2856,0.00547,,,,,,,,,Theia836,316.227766016838,Kounkel2020,3936.0,0.697281,0.661556,[7],1,,,,,,,,,0,,0,,0
391769460,42.65795188015926,4.4912763885517775,1.044164041393898,29.083101243737957,1.8281808327292465e+18,297.453940982691,22.746238113722,0.463729,15.5268,17.962,0.068,16.7076,0.0459,14.387,0.031,14.007,0.047,13.887,0.048,16.2928,0.000611,16.9645,0.004171,15.4698,0.002856,13.775,0.043,14.053,0.08,12.547,,8.707,,Theia1933,42.65795188015926,Kounkel2020,6698.0,1.76597,1.42,[15],1,,,,,,,,,0,,0,,0
459990725,12.557906727974157,6.777886924777159,10.117366954177967,28.11587723352725,3.2222793925515023e+18,81.041016,1.811076,5.9455,9.5899,10.805,0.071,10.134,0.005,9.074,0.026,8.743,0.04,8.715,0.024,10.011,0.000344,10.3459,0.001425,9.54332,0.001969,8.611,0.024,8.665,0.02,8.579,0.025,8.263,0.263,OSFC,10.0,roquette25,5955.7,1.4799,1.09,[3],1,,,,,,,,,0,,0,,0
163309593,38.904514499428046,3.804435820885304,1.3010967263462228,15.202804147135566,4.107244553449948e+18,280.801279671351,-10.050257083831,0.457973,15.0939,16.95,0.12,16.216,0.343,14.042,0.05,13.756,0.065,13.587,0.061,15.7294,0.000795,16.2429,0.005931,15.0138,0.002888,,,,,,,,,Theia1905,38.904514499428046,Kounkel2020,6281.0,1.837,1.23,[8],1,,,,,,,,,0,,0,,0
163736517,213.79620895022325,0.9346475178440458,0.7236061462842625,11.332223211038778,4.2531912486263337e+18,280.951247518088,-6.33084355255582,0.608623,11.8612,13.008,0.051,12.559,0.069,11.115,0.022,10.878,0.022,10.807,0.025,12.3308,0.000264,12.7006,0.002025,11.794,0.001261,10.708,0.03,10.825,0.033,11.958,,8.65,,Theia3394,213.79620895022325,Kounkel2020,6704.0,4.81107,1.42,[8],1,,,,,,,,,0,,0,,0
177986072,34.673685045253166,0.9176740706772922,0.6797667878397149,3.605060052416325,3.0513383498468024e+18,107.741114757096,-8.81600732212909,1.73161,16.4314,20.326,0.173,,,14.75,0.045,14.091,0.057,13.901,0.056,17.7393,0.001756,19.2652,0.028925,16.5065,0.005964,13.62,0.03,13.574,0.039,12.6,,9.092,,Theia118,34.673685045253166,Kounkel2020,3299.0,0.592107,0.581601,[5],1,3.605060052416325,0.9176740706772922,0.00020100770676219768,0.0513518496675182,0.06564848759137766,24.46883115580017,12.482455034233988,0.07693585124959845,0,0.08685181905183918,0,,0
42905025,14.791083881682072,2.970405962704806,1.6064523372511763,29.827327526842662,4.256241332575373e+18,277.854962286659,-5.95355874442659,0.670456,15.9932,18.882,0.169,17.6255,0.0468,14.524,0.055,14.019,0.05,13.697,0.063,16.9662,0.001166,17.8532,0.012923,15.9481,0.005867,,,,,,,,,Theia1712,14.791083881682072,Kounkel2020,5214.0,1.48912,0.89,[0],1,,,,,,,,,0,,0,,0
46453906,478.630092322638,2.401327236951946,18.83589332522227,47.59729858658344,4.2534636913714606e+18,280.07268607576,-5.91117602106126,0.407299,14.7909,17.22,0.077,16.259,0.206,13.276,0.068,12.716,0.075,12.431,0.07,15.6516,0.001387,16.3806,0.004539,14.7017,0.005726,,,,,,,,,Theia4850,478.630092322638,Kounkel2020,6490.0,3.24381,1.33,[0],1,,,,,,,,,0,,0,,0
395343571,144.5439770745928,1.4649220585667193,3.836399528740903,19.48130436429585,4.313950643488902e+18,287.248473905789,12.785197299451,0.719132,14.934,16.896,0.0,15.938,0.355,13.982,0.027,13.633,0.034,13.528,0.051,15.6111,0.000579,16.1807,0.003977,14.8709,0.001517,13.23,0.043,13.499,0.038,12.071,,8.601,,Theia2838,144.5439770745928,Kounkel2020,5905.0,1.38188,1.07,[9],1,,,,,,,,,0,,0,,0
144610596,4.897788193684466,6.728838976434115,11.803860532666086,22.97111869879366,3.3344612239046687e+18,84.4736318629933,7.94009881182455,3.68515,15.6461,19.846,0.164,18.1955,0.0487,14.01,0.03,13.301,0.028,13.127,0.039,16.9116,0.001218,18.4001,0.017265,15.7159,0.002674,12.943,0.025,12.862,0.027,12.29,0.507,8.952,,Theia13,4.897788193684466,Kounkel2020,3336.0,0.448483,0.44493,[12],1,,,,,,,,,0,,0,,0
164237942,102.32929922807536,1.9584574442568172,1.254999540610694,60.467217013798006,4.106853883205746e+18,281.230801697063,-10.9851130723015,0.744076,14.4152,,,15.565,0.114,13.344,0.032,12.921,0.032,12.824,0.033,15.1235,0.000417,15.7321,0.004784,14.3595,0.002859,,,,,,,,,Theia2494,102.32929922807536,Kounkel2020,5636.0,1.81284,1.0,[8],1,,,,,,,,,0,,0,,0
356548083,177.82794100389228,2.6417940143867207,57.4106273341581,48.10668839676088,4.512897583075332e+18,286.335081170663,15.3052415285316,0.48041,16.2513,18.165,0.082,17.296,0.0461,15.17,0.053,14.91,0.072,14.603,0.124,16.951,0.000781,17.5529,0.009158,16.1976,0.003735,,,,,,,,,Theia3112,177.82794100389228,Kounkel2020,5672.0,1.18044,1.01,[9],1,,,,,,,,,0,,0,,0
138904020,14.440281845909496,1.1804325130648938,1.662295000112414,17.67952858979735,3.223903744887336e+18,83.0118045,2.849702036,2.84504,15.7672,20.062,0.163,,,13.946,0.029,13.321,0.029,13.094,0.035,17.1451,0.001906,18.967,0.034704,15.8692,0.006722,12.809,0.024,12.462,0.026,10.371,0.078,8.219,0.259,OSFC,10.0,roquette25,3137.0,0.54447,0.540254,[10],1,,,,,,,,,0,,0,,0
432878977,109.64781961431828,2.87256699888318,23.39197596910093,74.22884287661758,4.153078004820018e+18,277.993808523489,-12.0415936421417,0.34012,15.4597,18.497,0.198,17.005,0.0462,14.036,0.083,13.601,0.105,13.318,0.083,16.3969,0.001043,17.2644,0.007846,15.4376,0.002159,,,,,,,,,Theia2555,109.64781961431828,Kounkel2020,5657.0,3.27161,1.0,"[1, 14]",2,,,,,,,,,0,,0,,0
278977003,316.227766016838,6.68207898868696,2.4395570530249726,12.908906274476546,4.516589743104764e+18,290.025102794312,20.0028979774517,1.89977,16.1626,18.865,0.171,16.906,1.133,14.624,0.043,13.822,0.04,13.606,0.042,17.2961,0.000918,18.4947,0.017076,16.2016,0.004667,13.269,0.055,13.323,0.068,12.519,,9.07,,Theia836,316.227766016838,Kounkel2020,3553.0,0.606855,0.593646,[7],1,,,,,,,,,0,,0,,0
427453051,32.35936569296281,2.828797536624758,17.379081476685737,21.339216196153348,3.21592060757133e+18,84.0476562349522,-3.3725711150059,6.99879,13.3303,16.649,0.108,15.111,0.137,12.048,0.023,11.391,0.032,11.195,0.018,14.3608,0.000409,15.4137,0.002263,13.3529,0.001268,11.064,0.023,11.028,0.021,10.946,0.161,8.534,,Theia44,32.35936569296281,Kounkel2020,3720.0,0.535662,0.532176,[2],1,,,,,,,,,0,,0,,0
146792912,512.8613839913659,0.9333785240588456,0.7202520408954202,18.392827973386364,4.2524599703369175e+18,282.182682161072,-6.69303090430191,,15.7056,20.156,0.169,18.1245,0.0576,14.152,0.047,13.58,0.042,13.354,0.048,17.073,0.001698,18.1786,0.039824,15.7551,0.010062,13.208,0.065,13.639,0.164,11.886,,8.694,,Theia1007,512.8613839913659,Kounkel2020,3475.0,0.325281,0.305644,[8],1,,,,,,,,,0,,0,,0
42644889,22.387211385683376,3.514932059723656,27.13848384956351,5.933350958619029,3.1166950432858184e+18,96.7021086879072,-3.48691521627953,3.25114,15.383,19.966,0.162,17.9035,0.0512,13.743,0.024,13.132,0.026,12.903,0.037,16.6439,0.001941,18.1091,0.023768,15.451,0.005842,12.684,0.023,12.57,0.025,12.208,0.277,9.286,,Theia55,22.387211385683376,Kounkel2020,3349.0,0.527347,0.524423,[4],1,,,,,,,,,0,,0,,0
318793613,83.17637711026708,4.476237180024342,16.778139996768324,42.27680697379302,3.046724837717488e+18,109.943628743876,-11.6172904660714,0.612065,16.1544,18.173,0.121,17.1999,0.046,15.132,0.054,14.694,0.055,14.31,0.08,16.852,0.00081,17.4577,0.005821,16.0963,0.002728,,,,,,,,,Theia2299,83.17637711026708,Kounkel2020,5118.0,1.0233,0.86,[5],1,,,,,,,,,0,,0,,0
180853535,158.4893192461111,2.426565207505918,3.6793130593967054,9.886446938666854,4.253506400532888e+18,280.470268962623,-5.51047958466091,0.397982,14.9809,17.732,0.102,16.265,0.115,13.714,0.03,13.109,0.033,12.868,0.054,15.8198,0.000932,16.5623,0.005071,14.9305,0.003557,,,,,,,,,UBC_106,158.4893192461111,Cantat-Gaudin2020,5645.0,3.06462,1.0,[0],1,,,,,,,,,0,,0,,0
164482360,870.9635899560797,1.8493896562499468,1.096667343851524,51.786165061045736,4.2519340945231247e+18,281.264843945313,-7.54080036261008,0.705743,14.816,,,15.813,0.183,13.78,0.038,13.402,0.035,13.311,0.045,15.4912,0.000796,16.0386,0.003872,14.726,0.002978,,,,,,,,,Theia6101,870.9635899560797,Kounkel2020,5274.0,1.56658,0.9,[8],1,,,,,,,,,0,,0,,0
427399465,7.119794584121247,3.057234300859652,4.2429487634992,8.309776639326676,3.217357321374629e+18,83.97125,-1.699138889,2.46814,15.126,19.559,0.164,17.4435,0.0518,13.497,0.023,12.743,0.03,12.519,0.024,16.3374,0.002337,17.6679,0.026926,15.1807,0.006201,12.476,0.024,12.324,0.024,12.342,0.445,8.931,,OSFC,10.0,roquette25,3439.0,0.706959,0.668422,[3],1,,,,,,,,,0,,0,,0
118514197,29.51209226666384,1.261114846102674,2.1316266522001617,12.92876142902558,4.0908102518341386e+18,273.576546892721,-21.5892430461408,0.783681,14.8203,16.931,0.0,15.948,0.206,13.603,0.043,13.144,0.065,12.861,0.045,15.6124,0.000733,16.298,0.004531,14.7541,0.004183,,,,,,,,,Theia1821,29.51209226666384,Kounkel2020,5302.0,1.67184,0.91,[6],1,,,,,,,,,0,,0,,0
114770389,28.183829312644548,4.990123064144919,3.1947593274506194,17.380284353773106,4.093896237375665e+18,272.666986526708,-21.1149233464972,0.412773,14.4598,15.575,0.072,15.794,0.138,13.066,0.042,12.643,0.07,12.483,0.058,15.3271,0.000619,16.115,0.005408,14.4279,0.001438,,,,,,,,,Theia1812,28.183829312644548,Kounkel2020,5913.0,3.82784,1.08,[6],1,,,,,,,,,0,,0,,0
