tic,teff,tmag,mass,radius,sigma,GAIA,ra,dec,mstar,rstar,plx,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,age,e_age,assoc,ref
142265078,5829.0,10.4601,1.05,0.880249,0.0011552390049601,3.46256047893322e+18,180.622387619212,-35.1529023974545,1.05,0.880249,6.54409,11.891,0.217,11.472,0.015,9.873,0.026,9.541,0.022,9.484,0.023,10.9017,0.000889,11.2558,0.001711,10.4134,0.001106,9.43,0.024,9.465,0.021,9.436,0.033,8.257,,190.0,,Theia_430,Kounkel+2019;Kounkel+2020
142323579,6274.0,9.3136,1.22,1.27577,0.0008121248179198,3.4624704220591063e+18,181.364015490127,-35.7223860079433,1.22,1.27577,6.75297,10.373,0.055,9.78,0.004,8.806,0.02,8.517,0.038,8.463,0.025,9.68495,0.000298,9.97377,0.001026,9.26908,0.000844,8.402,0.022,8.411,0.02,8.381,0.023,8.4,0.307,190.0,,Theia_430,Kounkel+2019;Kounkel+2020
142513032,4487.0,11.2951,0.7,0.976747,0.0023317672319998,6.000431502825584e+18,228.969732844373,-44.3048115729271,0.7,0.976747,6.87477,13.516,0.104,12.4,0.092,10.181,0.021,9.573,0.022,9.454,0.021,12.0086,0.002681,12.6709,0.009387,11.236,0.006388,9.434,0.024,9.427,0.021,9.264,0.032,8.724,,16.0,,Theia_43,Kounkel+2019;Kounkel+2020
142675485,7534.0,10.0255,1.742,1.56089,0.0013906894103999,2.9495883111627894e+18,103.657419079355,-13.5428786400348,1.742,1.56089,3.02321,10.495,0.085,10.117,0.006,9.724,0.024,9.642,0.026,9.6,0.021,10.2178,0.000465,10.3664,0.000823,9.98774,0.000958,9.539,0.023,9.549,0.019,9.421,0.036,8.292,,31.0,,Theia_72,Kounkel+2019;Kounkel+2020
142811934,4624.0,10.9318,0.73,1.07463,0.0073438005859201,6.000428479168785e+18,229.152637100129,-44.1223523896081,0.73,1.07463,6.88998,12.995,0.014,11.839,0.057,9.898,0.022,9.316,0.022,9.193,0.019,11.6072,0.001898,12.2267,0.006227,10.8818,0.004315,9.161,0.023,9.172,0.02,9.07,0.036,8.512,0.379,20.9,0.75,ScoCen,Rotzenbock+2023
142812084,6173.0,9.2897,1.18,1.35941,0.00075652816176,6.000414529114622e+18,229.062637411659,-44.4799185911052,1.18,1.35941,6.6989,10.469,0.069,9.896,0.005,8.814,0.026,8.527,0.034,8.457,0.023,9.68932,0.000925,10.0021,0.003911,9.24211,0.002908,8.378,0.023,8.402,0.021,8.343,0.024,7.902,0.221,20.9,0.75,ScoCen,Rotzenbock+2023
142889317,6010.0,8.8235,1.11,1.18557,0.00067318033248,4.860643905115917e+18,52.0310040843201,-35.9120721719369,1.11,1.18557,9.59598,9.8,0.038,9.249,0.003,8.303,0.044,8.035,0.059,7.963,0.047,9.22188,0.001064,9.53454,0.004129,8.7778,0.002847,7.898,0.026,7.93,0.019,7.89,0.017,7.964,0.15,34.0,6.0,,Luhman+2024
143108655,7316.0,7.283,1.66,1.50017,0.0003409384823999,2.889357751382352e+18,89.4691611720165,-34.4761122204819,1.66,1.50017,11.3254,7.824,0.025,7.55,0.03,7.015,0.023,6.929,0.017,6.882,0.02,7.48404,0.000323,7.64823,0.001926,7.25909,0.001584,6.851,0.061,6.853,0.021,6.834,0.016,5.708,0.036,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
143141922,5375.0,10.5627,0.93,0.853409,0.0014281346592,2.889149393928674e+18,89.5491852723277,-35.0136797503175,0.93,0.853409,7.34483,12.18,0.186,11.237,0.015,9.832,0.021,9.463,0.021,9.379,0.023,11.0677,0.00186,11.4872,0.006284,10.5148,0.004542,9.288,0.023,9.311,0.02,9.219,0.031,8.998,0.438,34.0,,Theia_95,Kounkel+2019;Kounkel+2020
143171265,7333.0,9.0988,1.66,1.48211,0.0007267751373598,2.889193168235248e+18,89.9996883626671,-34.4526928860599,1.66,1.48211,5.00244,9.65,0.038,9.399,0.003,8.806,0.02,8.637,0.046,8.59,0.023,9.30679,0.000517,9.46946,0.001811,9.06613,0.001738,8.582,0.023,8.589,0.02,8.562,0.024,8.456,,19.0,,Vela,Kerr+2023
14329523,5735.75,8.3086,1.02,1.55443,0.00053503315344,5.313455654587021e+16,60.7337092594235,21.8878071569217,1.02,1.55443,10.0388,9.573,0.04,8.888,0.003,7.733,0.023,7.466,0.017,7.391,0.021,8.73802,0.000212,9.08213,0.000601,8.26396,0.000649,7.357,0.035,7.38,0.02,7.383,0.019,7.398,0.124,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
143314348,7822.0,10.5366,1.86,1.66077,0.0012623029019999,2.89095255863858e+18,91.1548026680659,-31.2858874130867,1.86,1.66077,2.1153,10.925,0.087,10.656,0.007,10.291,0.026,10.187,0.022,10.195,0.023,10.6878,0.000331,10.8044,0.000916,10.4979,0.000923,10.149,0.024,10.155,0.02,10.105,0.046,8.89,,79.0,,Theia_169,Kounkel+2019;Kounkel+2020
14333593,6637.71,9.09461,1.395,1.13773,0.00066858659856,5.378385252207386e+16,60.9340453622666,22.9442846450321,1.395,1.13773,7.26908,10.331,0.071,9.68,0.03,8.519,0.035,8.262,0.02,8.183,0.024,9.51919,0.000201,9.85468,0.000477,9.04617,0.000506,8.159,0.024,8.169,0.021,8.17,0.022,8.131,0.28,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
143356388,7588.0,9.0531,1.76,1.75335,0.0009374237279998,6.660525198333453e+18,293.976537314134,-46.3080384560539,1.76,1.75335,4.17339,9.548,0.054,9.312,0.004,8.784,0.024,8.672,0.026,8.632,0.018,9.23693,0.000322,9.3807,0.001612,9.01708,0.001468,8.617,0.023,8.631,0.02,8.609,0.025,8.23,0.24,97.0,,Theia_241,Kounkel+2019;Kounkel+2020
143376069,5022.0,9.9988,0.83,0.746982,0.0010330904217599,2.9842209646296013e+18,82.6877539831779,-15.4055040074355,0.83,0.746982,12.3195,11.593,0.167,10.98,0.011,9.24,0.021,8.782,0.021,8.675,0.019,10.5619,0.00044,11.0464,0.00184,9.94833,0.001341,8.625,0.022,8.674,0.02,8.637,0.023,8.056,0.232,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
143383620,7439.0,9.7505,1.7,1.56293,0.0014605511039998,5.532539998975247e+18,117.679515225307,-43.0583804202794,1.7,1.56293,3.63513,10.437,0.068,10.067,0.005,9.435,0.023,9.295,0.022,9.267,0.019,9.98335,0.000486,10.1676,0.001505,9.71169,0.001466,9.217,0.022,9.233,0.02,9.152,0.031,8.772,0.318,78.0,,Theia_163,Kounkel+2019;Kounkel+2020
143414073,6266.0,9.6874,1.22,1.15034,0.00112050819216,6.003485636886833e+18,229.259839623357,-43.4426212924021,1.22,1.15034,6.33444,10.693,0.081,10.171,0.006,9.192,0.026,8.935,0.055,8.884,0.021,10.0621,0.000789,10.3533,0.002323,9.64204,0.002045,8.834,0.022,8.865,0.02,8.834,0.029,8.844,0.505,20.9,0.75,ScoCen,Rotzenbock+2023
143462306,6529.0,9.8311,1.35,1.27274,0.0010643710111198,6.688056935132858e+18,294.878333343619,-43.7463963169924,1.35,1.27274,5.00471,10.637,0.104,10.106,0.007,9.411,0.026,9.179,0.025,9.136,0.023,10.1638,0.000512,10.4173,0.000788,9.78582,0.001359,9.09,0.025,9.108,0.021,9.064,0.033,8.813,0.406,97.0,,Theia_241,Kounkel+2019;Kounkel+2020
143675876,8168.0,10.3265,2.0,1.57434,0.0013943496988799,5.518911243111162e+18,118.593206850024,-46.7861098364407,2.0,1.57434,2.51623,10.748,0.081,10.55,0.006,10.011,0.023,9.864,0.024,9.806,0.021,10.4859,0.000439,10.6172,0.000907,10.2822,0.000859,9.76,0.023,9.773,0.02,9.671,0.038,8.815,,9.366963496452954,1.1429424073401009,VelaPupis,Cantat+2019
143775800,7950.0,10.2995,1.91,1.69037,0.00115474036752,5.518910555915815e+18,118.778394326711,-46.6901638676776,1.91,1.69037,2.41625,10.733,0.082,10.563,0.007,10.015,0.024,9.914,0.027,9.874,0.023,10.4762,0.000333,10.6147,0.000693,10.253,0.000759,9.823,0.023,9.836,0.02,9.798,0.042,8.654,,9.366963496452954,1.1429424073401009,VelaPupis,Cantat+2019
143916168,7712.0,10.2081,1.81,1.48262,0.0012653488367999,5.531131455860854e+18,119.096933184536,-45.504410969187,1.81,1.48262,2.93763,10.686,0.083,10.554,0.007,9.905,0.023,9.825,0.024,9.745,0.021,10.4022,0.000344,10.5559,0.001112,10.1681,0.001659,9.736,0.023,9.753,0.02,9.689,0.035,8.889,,26.68116677899753,3.255594729346164,VelaPupis,Cantat+2019
143917856,7514.0,10.1865,1.73,1.51635,0.0011386972367999,5.518996489621005e+18,119.099303216062,-46.2502976723635,1.73,1.51635,3.01286,10.706,0.083,10.424,0.006,9.822,0.024,9.728,0.028,9.7,0.023,10.4081,0.000386,10.5775,0.000885,10.1415,0.000802,9.623,0.022,9.636,0.019,9.625,0.04,9.17,,26.68116677899753,3.255594729346164,VelaPupis,Cantat+2019
144155582,3469.0,10.8855,0.44,0.860064,0.0017166392927998,6.146107993101452e+18,188.7677345063,-41.6107279232854,0.44,0.860064,17.362,14.556,0.037,13.136,0.103,9.122,0.024,8.477,0.044,8.186,0.029,11.984,0.004072,13.3971,0.018757,10.8207,0.009616,8.095,0.023,7.969,0.02,7.85,0.018,7.686,0.12,10.0,2.0,TWH,Luhman2023
144162567,5361.0,9.7276,0.93,0.933529,0.0010373003467199,4.838343163604984e+18,60.972600354194,-44.6587653626478,0.93,0.933529,9.8463,11.048,0.083,10.21,0.006,8.986,0.021,8.62,0.036,8.507,0.025,10.2297,0.001909,10.6458,0.007212,9.67886,0.003809,8.389,0.024,8.392,0.021,8.362,0.021,8.072,0.162,27.5,,chi01 For,
144409611,7674.0,10.782,1.8,1.72901,0.0016299527342399,5.595763257609911e+18,121.168027867757,-32.2817651435572,1.8,1.72901,1.85827,11.216,0.117,11.061,0.01,10.452,0.023,10.423,0.025,10.363,0.023,10.9525,0.00035,11.0826,0.001268,10.7429,0.000795,10.315,0.023,10.341,0.021,10.316,0.062,8.899,,29.0,,H-R 5495,Kerr+2023
144993360,6732.0,9.4079,1.43,1.21581,0.0028167457492799,5.318630905148648e+18,131.413060822191,-52.4332070832363,1.43,1.21581,6.53544,10.344,0.062,9.88,0.004,8.89,0.019,8.672,0.027,8.635,0.024,9.76025,0.000831,10.0378,0.002466,9.36353,0.002299,8.537,0.023,8.561,0.02,8.525,0.02,8.443,0.282,42.0,,NGC2451A,Kerr+2023
144996772,6198.0,9.7005,1.19,1.12769,0.0020630899656,5.318296275658774e+18,131.449788473509,-53.4307279370892,1.19,1.12769,6.71364,10.746,0.068,10.093,0.005,9.144,0.024,8.856,0.025,8.763,0.026,10.1043,0.001131,10.4201,0.003814,9.65178,0.00312,8.672,0.023,8.676,0.019,8.635,0.02,8.613,0.282,19.0,,Vela,Kerr+2023
144996866,6032.0,9.7918,1.12,1.1035,0.0011153811405599,5.318296000780849e+18,131.469593391307,-53.4578590708913,1.12,1.1035,6.86605,10.955,0.076,10.284,0.005,9.161,0.024,8.888,0.022,8.765,0.019,10.2191,0.0015,10.562,0.005197,9.74787,0.004102,8.713,0.022,8.716,0.02,8.672,0.021,8.893,0.381,17.0,,Sco-Cen,Kerr+2023
145496866,7561.0,9.433,1.75,1.42471,0.0008819927747999,5.327907106792329e+18,132.399402176699,-50.1840273099215,1.75,1.42471,4.82088,10.152,0.059,9.813,0.004,9.047,0.026,8.928,0.024,8.854,0.021,9.6942,0.000444,9.90618,0.00216,9.38989,0.003506,8.814,0.023,8.841,0.019,8.859,0.03,8.226,0.215,17.0,,Sco-Cen,Kerr+2023
146236991,7221.0,8.3067,1.62,1.86937,0.0005588434223997,5.367196161941524e+18,157.890000662684,-45.9960319983776,1.62,1.86937,5.9469,8.924,0.028,8.6,0.03,7.971,0.027,7.825,0.038,7.783,0.026,8.5423,0.000729,8.7245,0.002594,8.26969,0.001778,7.698,0.031,7.755,0.021,7.739,0.019,7.771,0.13,91.0,,Theia_215,Kounkel+2019;Kounkel+2020
146522418,3584.0,8.46289,0.651034,0.68258,0.0005457558744,2.962658549474036e+18,76.7079844531705,-21.5858683295983,0.651034,0.68258,50.308,11.855,0.097,10.077,0.046,7.046,0.021,6.391,0.049,6.117,0.017,9.5547,0.00095,10.7487,0.003468,8.50276,0.001793,,,,,,,,,16.0,4.0,FSR_1017            ,Hunt+2024
146535972,5819.0,9.0774,1.05,0.988094,0.0006714613267201,2.9607559777435986e+18,76.8167131703877,-23.189305370569,1.05,0.988094,10.7684,10.254,0.048,9.623,0.003,8.492,0.019,8.279,0.034,8.182,0.021,9.50124,0.000629,9.84242,0.002332,9.03545,0.001702,8.109,0.023,8.143,0.019,8.098,0.022,7.888,0.189,200.0,,Crius_231,
146659772,7869.0,9.9967,1.88,1.4638,0.0019282290537599,5.366126818166131e+18,159.986450646697,-47.1896358178884,1.88,1.4638,3.15992,10.423,0.064,10.244,0.005,9.69,0.025,9.624,0.029,9.592,0.025,10.1611,0.00064,10.2891,0.001439,9.95477,0.001611,9.52,0.023,9.55,0.02,9.538,0.04,8.572,,80.0,,Theia_233,Kounkel+2019;Kounkel+2020
146722213,8170.0,9.5804,2.0,1.58355,0.00101669818248,5.366149736112344e+18,160.089419352752,-47.1702834271741,2.0,1.58355,3.3653,13.559,0.184,9.98,0.023,9.36,0.023,9.301,0.027,9.261,0.025,9.70528,0.000299,9.81161,0.000728,9.54521,0.000744,9.217,0.023,9.246,0.02,9.255,0.031,9.111,,80.0,,Theia_233,Kounkel+2019;Kounkel+2020
146758187,5830.0,11.9775,1.05,0.921436,0.0027378369216001,5.366104106378428e+18,160.58667110522,-47.1768663359134,1.05,0.921436,3.17189,13.264,0.015,12.641,0.069,11.307,0.024,10.974,0.024,10.935,0.023,12.4365,0.00019,12.7983,0.000799,11.9215,0.000553,10.85,0.023,10.897,0.02,10.922,0.095,9.214,,80.0,,Theia_233,Kounkel+2019;Kounkel+2020
147105760,8186.0,10.1421,2.0,1.55126,0.0018111330576,5.548069496905659e+18,124.685591896714,-31.3384774519817,2.0,1.55126,2.64903,10.545,0.063,10.371,0.005,9.874,0.024,9.872,0.021,9.827,0.023,10.2672,0.000354,10.3714,0.000913,10.1038,0.000801,9.781,0.021,9.801,0.019,9.472,0.037,7.591,0.133,39.80002888941504,4.856338006259897,VelaPupis,Cantat+2019
147943098,8044.0,10.9209,1.95,1.52902,0.00221810020344,5.576923813048644e+18,99.3920497210913,-38.589598707759,1.95,1.52902,1.91657,11.374,0.148,11.084,0.011,10.623,0.024,10.605,0.026,10.547,0.023,11.066,0.000545,11.1766,0.00167,10.8745,0.000966,10.516,0.022,10.529,0.021,10.545,0.068,8.639,,102.0,,Theia_327,Kounkel+2019;Kounkel+2020
148002810,5524.0,10.4526,0.97,0.83985,0.0012274257600001,5.580525091586785e+18,99.9294739314943,-37.0550601807312,0.97,0.83985,7.55026,11.87,0.152,11.044,0.011,9.778,0.027,9.439,0.022,9.34,0.019,10.9401,0.000644,11.344,0.001827,10.4085,0.00145,9.319,0.023,9.359,0.02,9.319,0.032,8.817,,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
148043540,6445.0,9.6421,1.31,1.18237,0.0008254865635199,5.576617530340586e+18,100.201539122894,-39.8008352774875,1.31,1.18237,6.00785,10.641,0.074,10.189,0.005,9.176,0.027,8.956,0.026,8.897,0.021,9.98828,0.000554,10.2572,0.001353,9.60029,0.001286,8.871,0.023,8.9,0.02,8.84,0.025,8.601,0.273,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
148045862,6835.0,9.3648,1.48,1.35003,0.0007038096047998,5.577527273133099e+18,100.279905984732,-36.9672917193444,1.48,1.35003,5.53892,10.155,0.05,9.736,0.004,8.973,0.018,8.798,0.046,8.728,0.023,9.6624,0.000368,9.89399,0.001318,9.32603,0.001263,8.71,0.022,8.738,0.019,8.698,0.026,7.595,0.153,19.0,,Vela,Kerr+2023
148087359,5082.0,9.9174,0.85,1.24815,0.0010975467239999,6.007167351565715e+18,229.612161579477,-37.6339094018199,0.85,1.24815,7.62743,11.787,0.179,11.019,0.013,9.081,0.035,8.618,0.046,8.506,0.021,10.484,0.001339,10.9685,0.004278,9.86586,0.003795,8.404,0.023,8.394,0.02,8.331,0.024,8.098,0.245,16.9,0.75,ScoCen,Rotzenbock+2023
148092919,6331.0,8.6956,1.25,1.29049,0.0020973243023998,5.575757574809191e+18,100.381287731615,-40.632561443005,1.25,1.29049,8.71825,9.647,0.037,9.16,0.003,8.168,0.023,7.91,0.049,7.822,0.023,9.05526,0.000509,9.33422,0.00257,8.65195,0.001877,7.817,0.028,7.845,0.02,7.815,0.018,7.943,0.189,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
148128489,5022.0,11.3444,0.83,0.812819,0.0019436118804,5.575766400963849e+18,100.634758169162,-40.5181437216381,0.83,0.812819,6.26248,13.269,0.331,11.898,0.046,10.497,0.024,10.006,0.024,9.863,0.019,11.9283,0.002758,12.4254,0.01066,11.2862,0.007644,9.843,0.023,9.848,0.02,9.782,0.039,9.385,0.508,19.0,,Vela,Kerr+2023
148158169,4791.0,10.3323,0.77,1.19139,0.00147217697568,6.004331775495543e+18,229.81667755622,-40.935437499622,0.77,1.19139,7.49997,12.231,0.242,11.264,0.02,9.549,0.026,9.021,0.025,8.83,0.021,10.9614,0.003082,11.5218,0.011298,10.281,0.007619,8.651,0.023,8.636,0.019,8.599,0.026,8.306,0.299,16.9,0.75,ScoCen,Rotzenbock+2023
148182385,6480.0,9.9456,1.32,1.14866,0.0009369850867197,5.577651071270992e+18,100.993681767614,-36.48137140626,1.32,1.14866,5.37453,10.909,0.084,10.411,0.006,9.46,0.024,9.233,0.024,9.173,0.021,10.2925,0.000555,10.5608,0.001496,9.90189,0.001419,9.143,0.023,9.153,0.02,9.129,0.029,8.636,,19.0,,Vela,Kerr+2023
148221800,6453.0,8.8899,1.31,1.33021,0.0006579976204798,6.199818655082933e+18,229.772581305967,-36.3622788424065,1.31,1.33021,7.66431,10.065,0.205,9.37,0.03,8.393,0.018,8.223,0.033,8.154,0.029,9.24557,0.000663,9.52508,0.001689,8.84903,0.001599,8.102,0.023,8.12,0.02,8.11,0.023,7.507,0.165,16.9,0.75,ScoCen,Rotzenbock+2023
148225246,5918.0,10.9231,1.08,0.939212,0.0016491731184001,5.575903603697576e+18,101.104229271047,-39.7374567732634,1.08,0.939212,4.82896,11.838,0.186,11.181,0.013,10.314,0.026,10.038,0.022,9.967,0.024,11.3521,0.001154,11.6954,0.002422,10.8781,0.001791,9.935,0.022,9.974,0.02,9.823,0.04,9.044,,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
148229563,6554.0,9.5551,1.36,1.26408,0.0010127831529598,5.57759385800925e+18,101.248740716035,-36.7714742847111,1.36,1.26408,5.78331,10.491,0.069,10.096,0.005,9.13,0.026,8.889,0.022,8.832,0.021,9.89496,0.000513,10.1597,0.00159,9.51356,0.001755,8.816,0.022,8.831,0.02,8.803,0.026,8.791,0.336,36.0,,Crius_178,
148231261,7783.0,11.1886,1.84,1.45812,0.0020318448988799,5.576395085394988e+18,101.333515358892,-38.6308931872881,1.84,1.45812,1.86072,11.647,0.153,11.172,0.011,10.863,0.024,10.8,0.024,10.742,0.024,11.3704,0.000446,11.5061,0.001166,11.1402,0.001195,10.738,0.024,10.745,0.021,10.764,0.078,8.903,,102.0,,Theia_327,Kounkel+2019;Kounkel+2020
148231397,6946.0,9.0288,1.52,1.41787,0.00062944759008,5.576393122591567e+18,101.336680718307,-38.7740316144048,1.52,1.41787,5.92463,9.756,0.042,9.372,0.003,8.663,0.035,8.514,0.059,8.48,0.028,9.30003,0.000229,9.50855,0.001351,8.99029,0.002186,8.44,0.022,8.448,0.019,8.392,0.021,7.579,0.134,19.0,,Vela,Kerr+2023
148250690,5299.0,11.9494,0.911,0.761355,0.00306946970136,4.721891898594312e+17,65.6569049295442,60.8365217038941,0.911,0.761355,4.79924,13.627,0.014,12.678,0.069,11.171,0.022,10.71,0.021,10.618,0.018,12.5191,0.000285,12.9982,0.001446,11.8957,0.001221,10.573,0.023,10.619,0.02,10.538,0.077,9.011,,188.0,,Theia_433,Kounkel+2019;Kounkel+2020
148253249,5990.0,8.5639,1.1,1.26085,0.0005472872927999,4.721867503183401e+17,65.8276909322555,60.8197967863304,1.1,1.26085,10.1684,9.64,0.032,9.11,0.03,8.0,0.023,7.693,0.026,7.638,0.033,8.96129,0.000178,9.27281,0.000625,8.51826,0.00087,7.592,0.031,7.647,0.019,7.625,0.019,7.689,0.176,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
148312560,4072.0,11.1566,0.64,1.08615,0.0021756866543998,6.006932708907807e+18,230.055173834756,-38.3661890868829,0.64,1.08615,8.3216,12.711,0.369,11.522,0.04,9.846,0.024,9.196,0.023,9.018,0.021,11.9764,0.005441,12.7878,0.021861,11.0806,0.015444,,,,,,,,,16.9,0.75,ScoCen,Rotzenbock+2023
148317474,6583.0,10.1504,1.37,1.1199,0.0010734609686399,5.5754931422624e+18,101.564903912922,-41.273626786089,1.37,1.1199,4.91701,11.114,0.093,10.49,0.006,9.697,0.024,9.489,0.023,9.407,0.019,10.4848,0.000467,10.7401,0.001326,10.1044,0.001128,9.402,0.023,9.415,0.02,9.333,0.03,9.145,0.446,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
148319913,5771.0,9.1584,1.03,0.933459,0.0006591478622399,5.575728918786875e+18,101.794802259318,-39.666825591374,1.03,0.933459,11.143,10.418,0.058,9.689,0.004,8.563,0.026,8.306,0.04,8.179,0.026,9.58964,0.000577,9.93942,0.00226,9.11763,0.002012,8.174,0.022,8.217,0.02,8.168,0.021,7.889,0.147,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
148342847,7232.0,9.2035,1.62,1.43649,0.0006721333041599,5.57739416350711e+18,102.032314682257,-36.999467880286,1.62,1.43649,5.22616,9.844,0.045,9.553,0.003,8.86,0.024,8.729,0.055,8.678,0.023,9.45378,0.000281,9.64772,0.001009,9.16332,0.001248,8.646,0.023,8.661,0.02,8.591,0.022,8.266,0.244,19.0,,Vela,Kerr+2023
148342995,5647.0,10.92,1.0,0.835331,0.00162337493376,5.577399970303109e+18,101.973209692352,-36.8349011153577,1.0,0.835331,5.99145,12.309,0.291,11.697,0.02,10.199,0.023,9.855,0.022,9.802,0.021,11.4009,0.00209,11.8004,0.007148,10.8794,0.005412,9.743,0.023,9.8,0.021,9.722,0.041,8.527,,19.0,,Vela,Kerr+2023
148479278,7323.0,9.3777,1.66,1.52949,0.00073057987008,5.576476552334683e+18,102.658042529226,-37.9602341170297,1.66,1.52949,4.46948,10.016,0.053,9.73,0.004,9.042,0.023,8.915,0.023,8.845,0.021,9.61916,0.000429,9.80694,0.001012,9.33726,0.001469,8.828,0.023,8.822,0.019,8.718,0.023,8.205,0.214,19.0,,Vela,Kerr+2023
148491293,6658.0,9.2152,1.4,1.32758,0.0008093981059201,5.564005272976787e+18,102.751474149163,-40.3281624557379,1.4,1.32758,6.19889,10.092,0.047,9.652,0.003,8.806,0.027,8.664,0.031,8.599,0.023,9.52954,0.000369,9.77112,0.001504,9.17379,0.00112,8.531,0.022,8.546,0.02,8.532,0.023,8.431,0.243,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
148551290,4553.0,10.8421,0.72,1.07112,0.0025428692001598,6.005978401540989e+18,230.548403680028,-39.9974952824713,0.72,1.07112,7.45365,13.047,0.083,12.056,0.034,9.906,0.023,9.297,0.023,9.1,0.019,11.535,0.002362,12.1736,0.008106,10.787,0.005914,9.014,0.023,9.013,0.019,8.895,0.026,8.627,0.418,16.9,0.75,ScoCen,Rotzenbock+2023
148899760,6779.0,8.0363,1.45,1.9867,0.0004645274673599,6.006528432234422e+18,231.316880839889,-38.1578975437209,1.45,1.9867,6.95514,8.8,0.0,8.45,0.03,7.622,0.021,7.473,0.057,7.431,0.026,8.33408,0.000472,8.56342,0.000818,7.99631,0.000746,7.36,0.035,7.396,0.019,7.356,0.018,6.165,0.048,16.9,0.75,ScoCen,Rotzenbock+2023
148923877,7707.0,9.2239,1.81,1.41227,0.00070628918472,5.588530670115602e+18,115.192864512244,-34.6106677448026,1.81,1.41227,5.20924,9.864,0.046,9.615,0.003,8.849,0.024,8.756,0.047,8.683,0.021,9.46473,0.000238,9.65538,0.001305,9.17485,0.001334,8.647,0.022,8.672,0.02,8.589,0.024,7.159,0.089,42.0,,NGC2451A,Kerr+2023
149209311,8112.0,11.0677,1.97,1.56843,0.0025148306894401,5.59889528520055e+18,115.576746428437,-30.143709781212,1.97,1.56843,1.73205,11.444,0.035,11.277,0.046,10.839,0.024,10.775,0.025,10.734,0.021,11.2065,0.000586,11.314,0.001466,11.0219,0.001082,10.687,0.022,10.718,0.02,10.657,0.076,8.847,,26.0,,Haffner 13,Kerr+2023
149365605,4781.0,10.7111,0.77,1.31124,0.0015319038830399,6.013480055841212e+18,232.446936489456,-36.4770576535264,0.77,1.31124,6.03903,12.599,0.264,11.727,0.035,9.643,0.025,9.106,0.027,8.97,0.025,11.3772,0.002987,11.9699,0.009387,10.6552,0.006621,8.929,0.023,8.883,0.019,8.548,0.025,8.05,0.237,17.0,,Sco-Cen,Kerr+2023
149497993,5451.13,10.9334,0.95,0.874747,0.0016777165636799,4.758999690125349e+18,85.6512314603257,-60.2885479652759,0.95,0.874747,6.02199,12.399,0.271,11.553,0.02,10.259,0.027,9.901,0.024,9.794,0.019,11.4159,0.001338,11.8069,0.004474,10.8819,0.003688,9.732,0.023,9.761,0.02,9.686,0.029,9.534,0.428,35.0,,Crius_164,
149640056,5360.0,10.1697,0.93,1.17549,0.0013235940259199,5.999723314253335e+18,231.498530870498,-45.0210612630143,0.93,1.17549,6.60262,11.673,0.141,10.896,0.01,9.443,0.023,8.984,0.059,8.901,0.019,10.6967,0.001373,11.1357,0.004055,10.1193,0.003485,8.825,0.023,8.861,0.02,8.801,0.027,8.453,0.287,20.9,0.75,ScoCen,Rotzenbock+2023
149805871,5093.0,10.0237,0.85,1.12404,0.00828744033168,6.00326583764331e+18,233.530651401861,-39.2714617609688,0.85,1.12404,8.08825,11.579,0.128,10.655,0.01,9.141,0.024,8.646,0.053,8.553,0.023,10.593,0.00143,11.0783,0.004827,9.97061,0.003699,8.458,0.023,8.363,0.019,8.385,0.024,7.963,0.221,17.0,,Sco-Cen,Kerr+2023
149907532,4617.2,11.6444,0.732,0.706865,0.0024297763788,6.586442729336486e+16,58.9933405334334,24.5499418141665,0.732,0.706865,7.47877,13.72,0.014,12.546,0.092,10.665,0.024,10.118,0.026,9.921,0.017,12.3209,0.001848,12.9377,0.007571,11.5877,0.005409,9.794,0.023,9.803,0.02,9.726,0.056,8.886,0.471,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
149923647,4560.62,11.6786,0.719,0.711606,0.0026820094377601,6.57813454461975e+16,59.3201766049838,24.0091980376328,0.719,0.711606,7.5739,13.807,0.043,12.619,0.069,10.664,0.023,10.082,0.023,9.945,0.02,12.3627,0.001644,12.9842,0.006773,11.6171,0.004822,9.885,0.022,9.923,0.021,9.797,0.049,8.338,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
