,tic,ra,dec,teff,plx,rstar,mstar,tmag,age,assoc,ref,rms
20340,50525188,81.80304,-2.864,6900.0,2.81057,1.62307,1.5,10.4469,,OSFC,roquette25,0.000282834568910012
20341,50524708,81.80437,-2.09717,4829.16,0.31549,9.4373,,12.6722,,OSFC,roquette25,0.001099057722836888
20342,457229648,81.80462,3.46881,4803.0,0.586917,10.6061,,11.127,,OSFC,roquette25,0.000509204015620851
20343,457231847,81.80562,0.31906,4862.78,0.896889,3.77749,,12.3678,,OSFC,roquette25,0.0009358800970024617
20344,302414224,81.80562,11.88089,4819.24,0.277598,12.0826,,12.9614,,OSFC,roquette25,0.001779818468536365
20345,457229095,81.80758,4.17353,8206.0,1.56874,3.63748,2.01,9.4825,,OSFC,roquette25,
20346,302348956,81.80996,12.27394,5676.69,1.82365,2.02684,1.01,12.2867,,OSFC,roquette25,0.0010765625474969814
20347,50524777,81.81283,-2.21522,7242.93,1.32381,2.90668,1.63,10.7037,,OSFC,roquette25,0.006037108867038982
20348,50523176,81.8135,-0.04653,8912.0,,2.26915,,9.2596,,OSFC,roquette25,0.00020767641115526647
20349,50523401,81.81392,-0.29828,5954.0,2.24628,2.22761,1.09,10.7081,,OSFC,roquette25,0.00034713564187452417
20350,50524367,81.81396,-1.60672,3927.0,4.18236,0.790502,0.61,13.5895,,OSFC,roquette25,0.017132131577436427
20351,457231676,81.81525,0.55597,4872.34,0.376532,8.0773,,12.522,,OSFC,roquette25,0.0010147146131826018
20352,302348150,81.82775,13.02672,5832.03,2.14058,1.64177,1.051,11.9431,,OSFC,roquette25,
20353,302348667,81.82837,12.57617,5041.61,1.21537,2.57029,,13.1783,,OSFC,roquette25,0.0022367598823394563
20354,457228920,81.83212,4.37819,6360.26,2.71755,1.90343,1.26,10.4407,,OSFC,roquette25,
20355,50523387,81.83433,-0.27508,5436.79,0.876741,3.61017,,11.9596,,OSFC,roquette25,0.0006847633012599386
20356,50524268,81.83862,-1.48278,4785.0,0.865925,1.95869,,14.0251,,OSFC,roquette25,
20357,50524159,81.84175,-1.34461,4958.65,,,,12.5805,,OSFC,roquette25,0.0010050932666946788
20358,365777021,81.84692,11.55753,4910.31,0.604655,6.7637,,12.7665,,OSFC,roquette25,0.001394842038082017
20359,50523806,81.84771,-0.83047,6279.0,1.58576,2.55096,1.23,11.0444,,OSFC,roquette25,0.00041486302389329155
20360,365777091,81.85208,11.63356,5029.11,0.308565,10.5155,,12.9256,,OSFC,roquette25,0.0016506418533526052
20361,50524696,81.8535,-2.08128,5812.0,2.26558,1.38661,1.05,12.0077,,OSFC,roquette25,0.0007036944054350514
20362,50529252,81.85462,-2.46036,6238.0,3.02403,1.49694,1.21,10.9025,,OSFC,roquette25,0.0003779143704367438
20363,302414565,81.85496,12.29553,4613.97,0.169423,24.6827,,13.3131,,OSFC,roquette25,0.002702821083898632
20364,50529774,81.86421,-1.71158,5788.67,1.62739,2.23485,1.04,11.5965,,OSFC,roquette25,0.0005185404574530733
20365,302414393,81.86529,12.11383,4964.04,0.468905,8.27816,,12.7291,,OSFC,roquette25,0.001494315667983498
20366,457248949,81.86708,0.62131,4247.36,5.4854,,,12.5198,,OSFC,roquette25,0.0010225826724833548
20367,365776416,81.86942,10.94047,5073.62,0.28202,9.35843,,13.0712,,OSFC,roquette25,0.001820117732348192
20368,199752613,81.87179,-6.92817,8678.0,3.91619,1.2741,2.173,9.56732,,OSFC,roquette25,0.00022515851262783215
20369,302414494,81.87783,12.21775,6433.41,2.00519,1.04022,1.3,12.566,,OSFC,roquette25,0.0012701345977654543
20370,365776238,81.87996,10.76211,4946.1,0.246731,11.8638,,12.8235,,OSFC,roquette25,0.0015545937014767308
20371,457251241,81.88071,3.81722,4828.38,0.707915,11.625,,10.5143,,OSFC,roquette25,
20372,365777154,81.88433,11.70331,4956.9,0.231075,11.4987,,13.1013,,OSFC,roquette25,0.001771359844735254
20373,302414941,81.88717,12.64933,6400.0,1.87293,1.93711,1.28,12.0122,,OSFC,roquette25,0.0008146247327804612
20374,50530239,81.88979,-1.06533,4709.0,0.229262,10.7543,,13.0165,,OSFC,roquette25,0.00146397719906044
20375,457232036,81.89062,0.07047,8076.0,1.50377,2.28856,1.96,10.5715,,OSFC,roquette25,0.000835498205771501
20376,50530546,81.89487,-0.63083,5904.0,3.86542,1.54607,1.073,10.3291,,OSFC,roquette25,0.0007922534362441586
20377,50529794,81.89629,-1.69406,5956.48,2.01636,1.57828,1.09,11.7594,,OSFC,roquette25,0.0006247227536620992
20378,50529744,81.89737,-1.752,6252.0,,1.35153,,9.9311,,OSFC,roquette25,0.00023369586382979146
20379,365776572,81.89867,11.10053,5051.14,0.739185,4.15655,,12.7929,,OSFC,roquette25,0.001533762441028319
20380,457251033,81.90117,3.54122,4862.77,0.672287,6.17715,,11.9577,,OSFC,roquette25,0.0007112057231108138
20381,50529359,81.90175,-2.27242,4813.04,1.05204,3.26226,,12.7154,,OSFC,roquette25,0.001158541285073006
20382,302415227,81.90371,12.94317,4575.05,0.333489,9.52259,,13.3844,,OSFC,roquette25,0.0026880095174976193
20383,50530867,81.90879,-0.21131,7361.71,1.30668,1.7569,1.67,11.7263,,OSFC,roquette25,0.0019151702275214955
20384,457251407,81.90904,4.04086,4676.61,0.302043,10.0177,,12.7074,,OSFC,roquette25,
20385,50530179,81.9095,-1.13131,6264.0,1.44756,2.35107,1.22,11.4548,,OSFC,roquette25,0.0005264813968078319
20386,457251697,81.90975,4.44286,4687.77,0.625301,7.6163,,11.8083,,OSFC,roquette25,
20387,50529851,81.91,-1.61136,8433.0,1.7748,2.27331,2.09,10.1855,,OSFC,roquette25,0.0003297805055165609
20388,365776104,81.91062,10.65208,4576.67,0.338544,11.161,,12.7049,,OSFC,roquette25,0.0014217337385603879
20389,50530490,81.912,-0.69861,7268.51,1.01008,3.25835,1.64,11.0399,,OSFC,roquette25,0.010458175823733762
20390,50529267,81.91404,-2.43256,4465.0,0.154144,21.7477,,12.7606,,OSFC,roquette25,0.0012245730471539124
20391,50529869,81.91437,-1.57581,6874.31,1.43536,1.49294,1.49,12.1112,,OSFC,roquette25,0.000807871704875951
20392,50529024,81.91546,-2.85903,6094.78,2.14027,1.55297,1.14,11.8806,,OSFC,roquette25,0.0006050712206946696
20393,50582492,81.91558,0.06472,5682.0,4.06003,1.28983,1.01,10.7844,,OSFC,roquette25,0.00037675561396180446
20394,457251088,81.92183,3.62175,4965.28,1.53947,3.6017,,11.3061,,OSFC,roquette25,
20395,365778754,81.92408,10.57211,4461.48,0.014101,32.8637,,13.1681,,OSFC,roquette25,0.0018592685856529123
20396,302414467,81.92858,12.18411,5103.72,0.499294,7.99269,,12.417,,OSFC,roquette25,0.0011940649213697946
20397,50530790,81.92875,-0.32611,3488.0,8.71192,0.500197,0.49825,13.2652,,OSFC,roquette25,0.0017747492355238426
20398,457250665,81.93354,3.07094,4880.68,1.03018,3.86713,,12.0907,,OSFC,roquette25,0.0007597849196835926
20399,50530977,81.93467,-0.05256,4890.17,0.311246,9.97998,,12.4227,,OSFC,roquette25,0.0010104906318381818
20400,50530122,81.93562,-1.20422,6869.41,3.07458,1.5611,1.49,10.399,,OSFC,roquette25,0.00042701666846306496
20401,457251320,81.936,3.92617,4575.01,0.474469,11.6339,,11.6289,,OSFC,roquette25,
20402,457250378,81.93721,2.68336,4512.0,0.164695,20.8556,,12.3091,,OSFC,roquette25,0.0010045972366554135
20403,365777544,81.94087,11.79553,4976.69,0.783525,6.05403,,12.1143,,OSFC,roquette25,0.0008570197189271267
20404,457251453,81.94158,4.09314,4677.28,0.446899,8.98238,,12.1437,,OSFC,roquette25,
20405,365778426,81.94487,10.91261,4908.86,0.863279,3.71435,,12.9196,,OSFC,roquette25,0.0015719963167565298
20406,302414619,81.95008,12.34694,4419.27,0.0452484,42.3592,,13.3611,,OSFC,roquette25,0.002484301700520289
20407,457250404,81.95887,2.72261,7280.24,0.850767,3.18449,1.64,11.4339,,OSFC,roquette25,0.000549403631645573
20408,50529535,81.95979,-2.05497,4780.23,0.282316,10.142,,12.8521,,OSFC,roquette25,0.0012948861822911772
20409,50582478,81.96592,0.03308,4824.22,0.987315,3.24611,,12.5572,,OSFC,roquette25,0.0012684348814075153
20410,457251560,81.96608,4.23642,7581.67,1.43626,1.55703,1.76,11.6831,,OSFC,roquette25,
20411,457251023,81.96712,3.52958,4989.69,1.08714,4.3008,,11.6047,,OSFC,roquette25,0.0005581167254922748
20412,50582473,81.96867,0.02581,4978.0,0.760139,4.57375,,12.2175,,OSFC,roquette25,0.0009004158083572578
20413,365777406,81.97704,11.98747,4545.92,0.377919,8.89203,,13.4825,,OSFC,roquette25,0.0027928950800057417
20414,302414997,81.97737,12.70994,4945.13,0.395491,8.90246,,12.7735,,OSFC,roquette25,0.0014670885161348346
20415,50584224,81.97983,-2.28247,6541.0,4.41924,1.29565,1.35,10.0982,,OSFC,roquette25,0.0002510143391869224
20416,302490965,81.98096,12.55792,6568.0,1.03952,4.25943,1.36,12.3574,,OSFC,roquette25,0.0010849537640580942
20417,464838662,81.9815,2.92522,5114.18,0.877488,4.89728,,11.7546,,OSFC,roquette25,0.0005881387314283365
20418,50584361,81.98317,-2.51061,4623.24,0.350478,10.5222,,12.6216,,OSFC,roquette25,0.0010221510518690358
20419,302491065,81.98496,12.44769,6508.0,1.67877,1.98474,1.34,13.0126,,OSFC,roquette25,0.006005532893499227
20420,50584377,81.98562,-2.53308,4636.0,0.395385,7.00449,,13.5822,,OSFC,roquette25,0.0027680872488129726
20421,464837520,81.99287,4.48933,4878.47,0.346787,12.327,,11.6976,,OSFC,roquette25,
20422,302490600,81.99629,12.91172,9607.0,2.96345,3.05573,2.448,8.11418,,OSFC,roquette25,0.0045967812424548005
20423,50584218,81.99679,-2.2775,4702.17,0.434512,6.71285,,12.9532,,OSFC,roquette25,0.001758581742306864
20424,464838421,82.01025,3.25828,5005.81,0.813151,3.96664,,12.371,,OSFC,roquette25,0.0009544736375766139
20425,50583797,82.01067,-1.65936,4765.55,0.445512,10.0441,,11.8549,,OSFC,roquette25,0.0031472531529512515
20426,464837865,82.01604,4.01569,4796.25,0.306005,8.93357,,12.8192,,OSFC,roquette25,
20427,464838436,82.01754,3.23917,4533.87,0.339506,10.7445,,12.459,,OSFC,roquette25,0.00745911439493499
20428,50582708,82.01958,-0.19386,5162.32,0.664949,4.81748,,12.2521,,OSFC,roquette25,0.0008274514408958267
20429,464840175,82.02217,0.75356,4941.0,0.684111,5.51359,,12.0834,,OSFC,roquette25,0.0007577938831049291
20430,302491280,82.02442,12.23564,4800.0,0.202665,12.6746,,13.5117,,OSFC,roquette25,0.0026239455744776763
20431,464838603,82.02496,2.99019,6216.27,2.16735,2.15022,1.2,10.8373,,OSFC,roquette25,0.0003743899517545668
20432,365778481,82.026,10.86125,5040.23,0.336846,10.5314,,12.3368,,OSFC,roquette25,0.0010129899549900234
20433,50582931,82.03437,-0.45492,7393.0,,,,10.4715,,OSFC,roquette25,0.00044923280360667506
20434,50584659,82.03446,-2.90336,5259.0,1.5871,2.74431,,11.8014,,OSFC,roquette25,0.0005825831529746028
20435,464837828,82.03683,4.05281,5635.92,3.23607,1.64506,1.0,10.8297,,OSFC,roquette25,
20436,50584044,82.03958,-2.02542,4240.26,0.307932,11.9019,,12.897,,OSFC,roquette25,0.0013872513044779072
20437,464837689,82.04087,4.25619,8620.0,1.20124,2.74666,2.15,10.5143,,OSFC,roquette25,
20438,50583386,82.04121,-1.09319,7243.17,,2.37511,,10.1843,,OSFC,roquette25,0.0002538259903025336
20439,302490336,82.04517,13.14903,5035.13,0.342485,9.51841,,13.1199,,OSFC,roquette25,0.0020795549805090185
20440,302491349,82.04525,12.16494,5028.0,0.140831,20.9793,,13.0573,,OSFC,roquette25,0.0019936785126710432
20441,365848377,82.05092,11.45883,4759.29,0.324671,11.6732,,12.527,,OSFC,roquette25,0.001286787328435568
20442,302490735,82.06267,12.78289,6085.46,2.17594,1.75266,1.14,11.671,,OSFC,roquette25,0.0006426386888445934
20443,464838290,82.06379,3.44097,4053.49,0.0526786,32.0326,,12.7353,,OSFC,roquette25,0.002243059855162044
20444,464838649,82.0655,2.94314,4604.47,0.298811,10.6063,,12.7427,,OSFC,roquette25,0.0014099598995974405
20445,302491260,82.06679,12.25211,,3.0331,,,9.12518,,OSFC,roquette25,0.0001719020810821148
20446,50583511,82.0685,-1.25228,4936.0,0.763009,4.20983,,12.5769,,OSFC,roquette25,0.0010802633778412424
20447,365848848,82.06896,11.95956,5675.77,,,,12.7794,,OSFC,roquette25,0.002158223969095513
20448,50584446,82.07246,-2.62094,6269.0,2.38743,1.43573,1.22,11.7931,,OSFC,roquette25,0.0031202412057090845
20449,464840328,82.07587,0.51392,5576.0,2.62676,2.06913,0.98,10.7961,,OSFC,roquette25,0.0004035413153782863
20450,302490783,82.07996,12.73836,5033.86,0.431241,7.4092,,12.8048,,OSFC,roquette25,0.001586385639372051
20451,50583957,82.08292,-1.911,4788.0,1.09805,3.09874,,12.6155,,OSFC,roquette25,0.0011600805158919203
20452,464838919,82.083,2.57867,5012.08,0.571082,6.83848,,11.9455,,OSFC,roquette25,0.0007459855365410384
20453,365847951,82.08342,11.09522,4745.0,0.615712,7.11321,,12.3076,,OSFC,roquette25,0.0010322823640449008
20454,302490586,82.08375,12.92242,4694.79,0.402603,9.11524,,12.9474,,OSFC,roquette25,0.0017553413013537966
20455,365848473,82.08612,11.54894,5482.0,0.222587,13.6625,,12.9393,,OSFC,roquette25,0.001586901771098298
20456,50583133,82.0875,-0.72297,7201.0,2.88691,1.55452,1.61,10.3562,,OSFC,roquette25,0.00035224102600331375
20457,50583949,82.0905,-1.89728,4863.0,0.343167,9.60201,,12.4831,,OSFC,roquette25,0.001208282172473485
20458,464837731,82.09108,4.20478,4825.08,0.283133,8.40794,,13.0359,,OSFC,roquette25,
20459,264630349,82.09212,3.24189,4896.76,0.384155,7.2003,,12.7618,,OSFC,roquette25,0.0012514652593517694
20460,264629818,82.09333,3.92811,5147.86,1.09556,3.90548,,11.575,,OSFC,roquette25,
20461,365847340,82.09404,10.46408,4613.52,0.292934,12.497,,12.5872,,OSFC,roquette25,0.001265668780837531
20462,264629775,82.09483,3.96183,4735.0,0.295568,8.92121,,12.8477,,OSFC,roquette25,
20463,50590070,82.09492,-0.44331,6025.49,2.51003,1.8175,1.12,10.9977,,OSFC,roquette25,0.0004040974769645156
20464,365847651,82.09533,10.79992,5363.3,,,,12.1984,,OSFC,roquette25,0.0009200712989859694
20465,264629741,82.099,4.01217,7382.0,1.54458,2.63239,1.68,10.4261,,OSFC,roquette25,
20466,264630143,82.10246,3.50672,2997.0,3.2788,0.54916,0.544499,15.5937,,OSFC,roquette25,
20467,264630289,82.10696,3.33739,6287.13,2.32598,,,12.0,,OSFC,roquette25,0.0004584524635092846
20468,50618323,82.10725,0.02033,11622.0,4.27344,3.27295,3.075,6.71174,,OSFC,roquette25,7.702659507814735e-05
20469,264629398,82.111,4.46192,6350.45,3.24328,1.50635,1.26,10.5277,,OSFC,roquette25,
20470,302492747,82.11137,13.10181,4744.15,0.392758,9.44031,,13.0393,,OSFC,roquette25,0.001958228410261359
20471,50588990,82.11433,-1.90264,5789.0,2.66092,1.97883,1.04,10.8559,,OSFC,roquette25,0.0003784050967389069
20472,264680030,82.11887,1.0625,4702.0,0.167217,10.0451,,13.6239,,OSFC,roquette25,0.002853615090568362
20473,365847785,82.11904,10.93953,5219.6,0.40436,8.06333,,12.3542,,OSFC,roquette25,0.0010347866028684316
20474,302492165,82.11937,12.54317,4971.01,0.347229,8.4123,,13.6237,,OSFC,roquette25,
20475,264680522,82.12287,0.388,4628.0,0.102431,20.5201,,12.7476,,OSFC,roquette25,0.001293142060235647
20476,50589984,82.12575,-0.54383,7012.5,1.31362,2.24239,1.54,11.3004,,OSFC,roquette25,0.0005507732200377147
20477,264630955,82.13508,2.45106,4752.62,0.498807,7.72535,,12.1559,,OSFC,roquette25,0.0008759223846614705
20478,302491766,82.13642,12.11492,5064.48,0.368368,10.5454,,12.7748,,OSFC,roquette25,0.0015397671492534126
20479,50590188,82.13921,-0.26436,4809.7,0.242529,10.1105,,12.9468,,OSFC,roquette25,0.0014058580959418893
20480,302491682,82.14108,12.0295,,3.40882,,,9.50795,,OSFC,roquette25,0.000984442868388613
20481,50589500,82.14217,-1.218,7873.0,1.19761,2.58401,1.88,11.0356,,OSFC,roquette25,0.0010965753672295686
20482,264630476,82.14867,3.06669,4898.13,0.559348,5.98276,,12.4499,,OSFC,roquette25,0.00103203803874935
20483,264631040,82.15121,2.34522,7196.3,1.50503,2.77386,1.61,10.4692,,OSFC,roquette25,0.007610062900894124
20484,264630285,82.15246,3.34242,4773.71,0.4892,10.455,,11.6073,,OSFC,roquette25,0.0006394801494342961
20485,50589428,82.15983,-1.31692,4510.0,0.52167,7.51786,,12.5413,,OSFC,roquette25,0.0009876943286869777
20486,345778688,82.16054,11.49042,4580.22,0.223144,12.287,,13.3751,,OSFC,roquette25,0.0022787941916431464
20487,345834599,82.16454,10.89772,5065.68,0.784827,4.11707,,12.638,,OSFC,roquette25,0.0012955948409586193
20488,302492775,82.17154,13.1335,6509.81,2.03441,1.42005,1.336,12.5799,,OSFC,roquette25,0.0012977169685458867
20489,264680366,82.17175,0.63689,4964.08,1.26408,2.94128,,12.0826,,OSFC,roquette25,0.0007293945267652924
20490,50589237,82.176,-1.55397,4528.0,0.0753734,19.6528,,13.0728,,OSFC,roquette25,0.0015480595425529375
20491,345778588,82.17683,11.58597,4842.26,0.460634,7.23751,,12.8484,,OSFC,roquette25,0.001461890760679832
20492,264629429,82.18283,4.41553,4769.55,0.416234,7.9701,,12.4223,,OSFC,roquette25,0.001040820813082155
20493,264630258,82.18379,3.38272,4323.0,0.0848135,29.0207,,12.3588,,OSFC,roquette25,0.0009898301042515073
20494,302491946,82.18737,12.29819,4486.8,0.0896778,32.3345,,13.5341,,OSFC,roquette25,0.0030111754050884953
20495,264630378,82.18987,3.20311,9852.0,1.72657,3.14718,2.52,9.1788,,OSFC,roquette25,0.00016241571125966137
20496,264630364,82.191,3.21853,4697.31,0.233865,14.7781,,12.1412,,OSFC,roquette25,0.0018578709617429745
20497,264680694,82.192,0.15472,4996.0,0.398387,12.6923,,11.3444,,OSFC,roquette25,0.0005702862314620194
20498,302492491,82.20058,12.85814,4902.49,0.40938,9.44901,,12.7041,,OSFC,roquette25,0.0038629783941861173
20499,264630559,82.20133,2.96133,7523.35,1.63244,2.04994,1.74,10.9674,,OSFC,roquette25,0.00041911880906381205
20500,302491802,82.20187,12.15033,5530.74,2.29063,1.19901,0.973,12.4233,,OSFC,roquette25,0.0011250313392635602
20501,345834551,82.20617,10.94294,4863.13,0.346071,8.93583,,12.8199,,OSFC,roquette25,0.0015191620055747534
20502,345778810,82.20975,11.37039,4858.42,0.295859,10.7882,,12.8734,,OSFC,roquette25,0.0017924484083065018
20503,264631045,82.21054,2.34011,6686.96,1.14291,5.41376,,9.9265,,OSFC,roquette25,0.00036555435466392727
20504,264629651,82.21087,4.14186,7115.35,1.21645,2.21096,1.58,11.4813,,OSFC,roquette25,
20505,50588973,82.21183,-1.93717,4305.0,0.0944993,24.3125,,12.9613,,OSFC,roquette25,0.0014095081741316573
20506,50619187,82.21342,-0.96597,5808.29,1.67754,2.48776,1.04,11.3695,,OSFC,roquette25,0.0005028242511567749
20507,264682491,82.21708,2.42261,4804.23,0.325221,8.97835,,12.6249,,OSFC,roquette25,
20508,264682446,82.21921,2.37383,5288.19,0.251864,10.9973,,12.111,,OSFC,roquette25,0.0009891268460560099
20509,50619593,82.21921,-1.51053,6106.0,2.47393,1.45066,1.15,11.5163,,OSFC,roquette25,0.000519896283637522
20510,264682636,82.21925,2.607,4878.89,0.431929,6.63039,,12.7029,,OSFC,roquette25,0.0012314649786671766
20511,50619072,82.21933,-0.82094,5164.49,0.688856,5.38013,,12.0047,,OSFC,roquette25,0.000704214532705888
20512,50619272,82.23233,-1.06383,4857.0,1.09619,3.97195,,12.025,,OSFC,roquette25,0.0007333445210550016
20513,345779090,82.23321,11.10647,5114.69,0.782306,3.68642,,12.6912,,OSFC,roquette25,0.0013518033744935182
20514,345835070,82.23987,10.40489,4598.0,0.382096,10.6505,,12.4587,,OSFC,roquette25,0.0011822383236403944
20515,264683192,82.24296,3.33767,4831.9,0.19401,12.9647,,12.7618,,OSFC,roquette25,0.0017677693153049512
20516,302537033,82.24462,12.69372,5018.93,1.02267,2.74711,,13.3499,,OSFC,roquette25,0.0024479231546505054
20517,302537460,82.24646,12.20292,4791.5,0.641224,6.28929,,13.1771,,OSFC,roquette25,0.0021386860309868805
20518,264683395,82.24783,3.56886,4362.95,0.0809497,24.2131,,12.9868,,OSFC,roquette25,
20519,264682917,82.24821,2.99719,4131.29,,,,13.0875,,OSFC,roquette25,0.0017517701040282302
20520,302537335,82.24846,12.33089,5016.1,0.209213,21.755,,13.5234,,OSFC,roquette25,0.006046271225520275
20521,302536911,82.24862,12.80614,5133.39,0.536967,7.09574,,12.5073,,OSFC,roquette25,0.0016607646042998692
20522,345835048,82.24904,10.44622,4690.1,0.533956,5.69186,,12.9992,,OSFC,roquette25,0.0016085993688619293
20523,264682597,82.25225,2.55892,4622.09,0.463823,16.5004,,10.8294,,OSFC,roquette25,0.0004701091650330391
20524,264682999,82.25958,3.09769,6495.57,1.51947,1.87827,1.33,11.6646,,OSFC,roquette25,0.0005808297598967199
20525,50620054,82.26512,-2.17589,,2.39521,,,8.7496,,OSFC,roquette25,0.00013668392919774508
20526,264683260,82.26629,3.41706,4882.65,0.199653,10.4423,,12.8123,,OSFC,roquette25,0.0013303140847886058
20527,302536631,82.26646,13.08622,6801.97,1.2367,2.85936,1.46,12.2805,,OSFC,roquette25,0.0010220911634006846
20528,345834673,82.27221,10.83369,5027.83,0.818781,4.41857,,12.3611,,OSFC,roquette25,0.0010528524337029277
20529,264682441,82.27446,2.37075,5034.14,1.11126,2.85117,,12.379,,OSFC,roquette25,
20530,264680782,82.27467,0.07436,,0.104233,,,14.1414,,OSFC,roquette25,0.003231373615321803
20531,345778781,82.27896,11.40506,9919.0,0.484823,5.4425,,10.8404,,OSFC,roquette25,0.0004296798747462083
20532,302537295,82.28012,12.36856,6672.94,0.957778,4.88842,1.41,12.5604,,OSFC,roquette25,0.001317610312902423
20533,50619940,82.28379,-2.00956,6687.85,4.16688,2.48336,1.42,8.7189,,OSFC,roquette25,0.00018118317721402266
20534,50620068,82.28575,-2.20514,5305.0,0.543204,8.17527,,11.8864,,OSFC,roquette25,0.0007097256663951557
20535,264683025,82.286,3.12597,4714.52,0.259513,8.5385,,13.2569,,OSFC,roquette25,0.002173065303194832
20536,264682361,82.28787,2.28453,4796.0,0.198093,10.7068,,13.1326,,OSFC,roquette25,
20537,50620216,82.28837,-2.44297,4870.56,0.56885,6.57616,,12.8957,,OSFC,roquette25,0.0013265289371933164
20538,50618996,82.28862,-0.71483,6538.27,3.607,1.70682,1.349,9.92705,,OSFC,roquette25,0.00025375593996998513
20539,50620279,82.29208,-2.54922,6204.0,2.69094,2.27491,1.19,10.0885,,OSFC,roquette25,0.00023866738410469046
20540,264684087,82.29621,4.44936,5244.52,1.69148,2.31397,,11.7324,,OSFC,roquette25,0.0011381556889346334
20541,50620346,82.29696,-2.69447,4896.52,0.934033,3.73469,,12.7568,,OSFC,roquette25,0.0011531389240744538
20542,50619646,82.30508,-1.57586,7832.0,0.871874,3.91446,1.86,10.8582,,OSFC,roquette25,0.0003791992235928354
20543,284995516,82.30783,11.33178,4881.0,0.937797,,,12.5191,,OSFC,roquette25,0.00113061536841208
20544,284995788,82.31225,11.58931,4781.89,0.451858,8.96782,,12.4079,,OSFC,roquette25,0.0011271463396612946
20545,264682652,82.32046,2.62325,5978.81,1.28571,3.02813,1.1,11.3042,,OSFC,roquette25,
20546,284909145,82.32325,6.25906,5579.0,1.56327,0.975712,0.985,14.1002,,OSFC,roquette25,
20547,264682139,82.32371,1.98903,4891.0,1.00817,3.19458,,12.4886,,OSFC,roquette25,0.0009891457857677532
20548,284995185,82.32892,11.05381,4503.54,0.36365,8.64836,,13.1002,,OSFC,roquette25,0.0019277470995238133
20549,50619271,82.33129,-1.06222,6566.0,3.30814,1.31464,1.36,10.7439,,OSFC,roquette25,0.0003588064911034389
20550,264739665,82.33721,2.90928,4729.92,0.551303,5.29615,,12.8726,,OSFC,roquette25,
20551,302537003,82.33908,12.71528,5135.91,0.362537,8.49521,,13.6594,,OSFC,roquette25,
20552,264741135,82.3405,1.01431,5084.0,0.822524,8.63909,,10.6425,,OSFC,roquette25,0.0003459570290600955
20553,50656537,82.34062,-0.25575,5186.66,1.00199,4.75994,,11.4664,,OSFC,roquette25,0.0005565535320838089
20554,264741049,82.34208,1.12308,5146.0,0.968173,4.0018,,11.9416,,OSFC,roquette25,0.0006717653708090965
20555,302536910,82.34304,12.80689,5065.73,0.499793,8.80946,,12.815,,OSFC,roquette25,0.0016840457037697876
20556,264686881,82.34467,4.00797,5133.05,0.820233,3.66955,,12.4066,,OSFC,roquette25,
20557,302536924,82.34571,12.796,5005.0,0.362646,11.4341,,12.9549,,OSFC,roquette25,0.0018857525032155847
20558,264741527,82.35058,0.45481,4939.0,0.579952,5.44761,,12.4714,,OSFC,roquette25,0.0009295164577353965
20559,264686858,82.35275,4.03217,4651.66,0.54745,9.69832,,11.5641,,OSFC,roquette25,
20560,284994979,82.35646,10.877,4502.09,0.13672,16.5761,,13.1635,,OSFC,roquette25,0.002130062551532752
20561,264741679,82.35712,0.20992,4830.0,4.05379,1.15236,0.783,11.7025,,OSFC,roquette25,0.0006419381437543226
20562,50624497,82.3605,-2.43456,4635.0,0.642626,7.46862,,12.4228,,OSFC,roquette25,0.0010428205698780058
20563,50656687,82.36408,-0.04222,8614.0,5.48561,1.95461,2.152,7.89443,,OSFC,roquette25,0.00011459775429739638
20564,34397556,82.36525,-6.16411,4925.62,1.19029,4.47835,,11.39,,OSFC,roquette25,0.0007151735948612847
20565,264740568,82.36929,1.71936,7283.0,2.43939,2.30855,1.64,9.8096,,OSFC,roquette25,0.00027067821867989006
20566,50656596,82.36979,-0.17172,4894.42,0.289967,8.82936,,12.8808,,OSFC,roquette25,0.001365235046729349
20567,284995688,82.37508,11.50408,4654.0,0.411582,10.6633,,12.3773,,OSFC,roquette25,0.0012215999009752843
20568,50656480,82.37696,-0.34575,6221.17,1.89037,2.79445,1.2,10.5185,,OSFC,roquette25,0.00043856941945363825
20569,50656469,82.377,-0.35694,5987.59,2.34404,1.99116,1.1,10.9282,,OSFC,roquette25,0.000546183595219879
20570,302538097,82.37733,12.22278,5123.83,0.928018,3.87917,,13.0193,,OSFC,roquette25,0.0019358882948146416
20571,264740751,82.37771,1.49467,6548.0,,1.50181,,10.359,,OSFC,roquette25,0.0003521021108099376
20572,264740703,82.37958,1.53875,6088.0,1.64769,2.26327,1.14,11.2826,,OSFC,roquette25,0.0004999329622988602
20573,264739765,82.38067,2.79644,4437.04,0.127565,22.7385,,12.6567,,OSFC,roquette25,
20574,284995889,82.38396,11.67231,4973.11,0.209363,11.7199,,12.9773,,OSFC,roquette25,0.0022663304890289254
20575,284995189,82.385,11.05622,4900.28,0.369465,9.1163,,12.4853,,OSFC,roquette25,0.0012390721299414265
20576,264741070,82.38696,1.09886,6644.0,3.09588,1.25164,1.4,10.9714,,OSFC,roquette25,0.0004209695390461343
20577,264741622,82.40162,0.31569,6933.05,1.53023,2.63541,1.51,10.6871,,OSFC,roquette25,0.00033987791676445833
20578,50656189,82.40392,-0.74003,4570.39,0.70085,6.50064,,12.2175,,OSFC,roquette25,0.0008410706485549591
