tic,age,prad,pmass,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2,snr_v3,T_retrieve_v3
360075223,109.64781961431828,2.47674377945155,8.387036097240859,14.84876734132737,2.0201418233564385e+18,295.91707865481,23.7585629804397,0.537798,14.8621,17.465,0.068,15.904,0.183,13.87,0.031,13.505,0.041,13.394,0.037,15.5616,0.000344,16.1693,0.003151,14.8119,0.002209,,,,,,,,,Theia2554,109.64781961431828,Kounkel2020,6373.0,1.90037,1.27,[10],1,,,,,,,,,0,,0,,0,,0
186795093,588.8436553555885,2.841367998983556,18.87509353780893,25.29966094699254,4.091611452217021e+18,278.032035726786,-21.3646649936004,0.63888,14.034,16.529,0.109,15.074,0.103,13.154,0.029,12.887,0.03,12.797,0.029,14.6042,0.000366,15.0649,0.002775,13.9657,0.002209,,,,,,,,,Theia5291,588.8436553555885,Kounkel2020,6255.0,1.96949,1.22,[8],1,,,,,,,,,0,,0,,0,,0
11355139,10.0,1.9650572009066607,3.35141488486749,82.20828491492355,3.21649716398054e+18,84.97054,-2.40236,1.99849,12.4313,14.268,0.026,13.449,0.069,11.477,0.028,11.16,0.023,11.057,0.024,13.0759,0.00053,13.6202,0.004382,12.3743,0.003246,10.958,0.023,10.951,0.02,11.249,0.217,8.47,,OSFC,10.0,roquette25,6166.36,1.49326,1.18,[0],1,,,,,,,,,0,,0,,0,,0
178374155,93.32543007969906,1.7614723088088209,2.0880185694844804,83.08773754249043,3.0470606010815027e+18,108.327090558537,-10.7756235657191,0.661652,15.2138,17.807,0.107,16.677,0.595,13.946,0.039,13.516,0.042,13.332,0.047,16.0729,0.000935,16.857,0.008742,15.1856,0.002783,,,,,,,,,Theia2363,93.32543007969906,Kounkel2020,6097.0,1.69061,1.15,[2],1,,,,,,,,,0,,0,,0,,0
237422876,48.97788193684466,2.478860928389297,9.325581311660324,75.16123165186114,3.1256746817328594e+18,102.338793237714,0.959483458526019,0.52296,14.6132,16.202,0.045,15.414,0.103,13.666,0.032,13.353,0.033,13.225,0.041,15.1903,0.000563,15.6457,0.002449,14.5338,0.002754,13.117,0.025,13.167,0.031,12.406,,8.278,,Theia1988,48.97788193684466,Kounkel2020,6137.0,1.84894,1.16,[25],1,,,,,,,,,0,,0,,0,,0
369859465,588.8436553555885,1.0690751657510384,1.1580908819942146,2.9673805332997296,4.277784579266651e+18,274.586107542506,3.18907750003406,0.221843,15.9871,17.48,0.081,17.048,0.0461,14.983,0.05,14.62,0.058,14.282,0.06,16.6945,0.000955,17.3189,0.007602,15.946,0.004105,14.41,0.032,14.77,0.063,12.558,,8.809,,Theia5323,588.8436553555885,Kounkel2020,5462.0,2.62504,0.95,[30],1,,,,,,,,,0,,0,,0,,0
164480280,117.48975549395304,2.7989107224895924,16.302816025127054,39.29904063262571,4.251926196194652e+18,281.225547698949,-7.73784055841963,0.632078,14.4606,15.714,0.128,15.484,0.263,13.598,0.066,13.22,0.039,13.097,0.038,15.0626,0.000844,15.5431,0.007372,14.3825,0.010774,,,,,,,,,Theia2611,117.48975549395304,Kounkel2020,5813.0,1.75546,1.05,[19],1,,,,,,,,,0,,0,,0,,0
114338672,14.45439770745928,2.4657430488876035,9.463493582053792,13.831478357769798,4.0981230049045565e+18,274.650285947788,-15.4089046536923,0.866774,15.4649,17.346,0.046,16.334,0.0461,14.465,0.029,13.961,0.075,13.358,,16.0713,0.001291,16.5603,0.010018,15.3903,0.004965,,,,,,,,,Theia1709,14.45439770745928,Kounkel2020,5674.0,0.835965,1.01,[33],1,,,,,,,,,0,,0,,0,,0
401557389,162.1810097358933,1.3343991899429797,2.649585655882792,8.168252195352512,4.319504173606941e+18,289.54109391373,14.2025371542677,0.343751,16.513,19.184,0.126,17.8087,0.0462,15.469,0.109,15.006,0.221,12.625,,17.3366,0.001044,18.0674,0.009495,16.4671,0.004255,,,,,,,,,Theia3015,162.1810097358933,Kounkel2020,5879.0,1.65314,1.07,[9],1,,,,,,,,,0,,0,,0,,0
20052468,309.0295432513592,1.4982770664431138,4.203510358243693,46.94563004253249,4.2775275684238367e+18,274.379300062589,2.38490247811195,1.28182,13.3611,15.162,0.063,14.282,0.137,12.393,0.03,12.041,0.036,11.893,0.032,13.9877,0.000348,14.5098,0.001755,13.2999,0.00215,11.752,0.023,11.78,0.021,12.06,,9.067,,Theia4008,309.0295432513592,Kounkel2020,6089.0,1.49036,1.14,[30],1,,,,,,,,,0,,0,,0,,0
217334116,389.04514499428046,1.5981208624444134,5.487510158573111,75.37931878977032,2.0203484928735864e+18,295.643322731824,24.0082720693616,0.572467,15.5161,18.94,0.166,16.913,1.133,14.157,0.026,13.639,0.03,13.556,0.041,16.4932,0.0006,17.43,0.006861,15.5216,0.004235,13.762,0.073,15.666,0.223,11.625,,8.871,,Theia4427,389.04514499428046,Kounkel2020,5445.0,2.10651,0.95,[10],1,,,,,,,,,0,,0,,0,,0
167334848,75.85775750291836,2.028291178713994,3.956340411361552,25.42607585454415,3.3307335702523305e+18,95.2463599366574,10.6322007815074,0.507681,15.2825,16.48,0.017,15.9,0.081,14.594,0.032,14.278,0.048,14.156,0.063,15.7543,0.000821,16.1088,0.006115,15.2065,0.003957,14.045,0.029,14.039,0.043,12.587,0.539,9.024,,Theia2213,75.85775750291836,Kounkel2020,5993.0,1.21413,1.1,[28],1,,,,,,,,,0,,0,,0,,0
4355701,10.0,2.2981946885834463,5.977329355048733,26.030523294199103,3.220187640399747e+18,81.56521616,-1.544903654,2.33115,14.1404,17.378,0.039,16.153,0.286,12.678,0.023,12.001,0.026,11.789,0.024,15.097,0.002183,16.146,0.009494,14.0769,0.005795,11.69,0.023,11.63,0.021,11.137,0.155,8.22,,OSFC,10.0,roquette25,3867.0,1.1336,0.6,[1],1,,,,,,,,,0,,0,,0,,0
436153668,676.0829753919818,2.072518400283707,4.88501477585706,38.96672468434173,3.3378820064397967e+18,83.9372500887709,9.2253236156156,4.77983,11.7985,13.558,0.046,12.561,0.092,11.02,0.024,10.583,0.022,10.497,0.023,12.3749,0.00067,12.8691,0.002483,11.7495,0.00163,10.425,0.023,10.485,0.02,10.27,0.068,8.739,,Theia1348,676.0829753919818,Kounkel2020,5157.0,0.83995,0.872,"[5, 24]",2,,,,,,,,,0,,0,,0,,0
97574649,177.82794100389228,2.7138006885249406,14.330246682696202,34.014069669544526,3.348456834397778e+18,90.0699987871637,14.9713592627173,3.73884,12.3759,14.001,0.05,12.989,0.103,11.616,0.018,11.216,0.018,11.14,0.018,12.9108,0.001021,13.3617,0.003372,12.3284,0.003363,11.082,0.023,11.14,0.021,10.99,0.145,8.978,,Theia379,177.82794100389228,Kounkel2020,5206.52,0.795964,0.886,"[13, 16]",2,,,,,,,,,0,,0,,0,,0
89193739,398.10717055349687,2.203950268844913,5.414667710061211,7.637404771374249,3.348499921512132e+18,89.7709923199258,14.9658648047444,0.498588,14.992,16.373,0.063,15.591,0.217,14.204,0.028,13.914,0.036,13.773,0.05,15.4844,0.000509,15.8614,0.002522,14.9178,0.002607,13.676,0.027,13.777,0.04,12.442,,9.072,,Theia4474,398.10717055349687,Kounkel2020,6102.0,1.44231,1.15,[16],1,,,,,,,,,0,,0,,0,,0
187236362,2187.761623949552,1.3572256577017985,2.831089644819318,10.592627989089486,4.0900186078222254e+18,278.330937373583,-22.0745576029082,0.604868,13.9378,15.084,0.12,14.234,0.15,13.143,0.051,12.76,0.071,10.898,,14.4455,0.000349,14.8287,0.003086,13.8552,0.001968,,,,,,,,,Theia7764,2187.761623949552,Kounkel2020,5976.0,2.00964,1.1,[8],1,,,,,,,,,0,,0,,0,,0
264742991,10.0,2.371942469334432,7.68998471033447,62.01202378014003,3.2235402918708234e+18,82.46083333333333,1.7144444444444444,2.09777,14.9926,19.256,0.163,17.3085,0.0476,13.256,0.029,12.574,0.027,12.348,0.027,16.1128,0.00207,17.5117,0.012407,14.9234,0.006082,12.218,0.024,12.066,0.023,11.679,0.209,8.546,,OSFC,10.0,roquette25,3518.0,1.092,0.47,[1],1,,,,,,,,,0,,0,,0,,0
104813852,154.88166189124794,1.3337729374081186,2.6447479864298624,7.014295498277344,4.1436179786113193e+18,269.168285371325,-18.4520414643856,1.35182,14.0721,15.992,0.065,15.084,0.183,13.09,0.026,12.655,0.026,12.576,0.03,14.7376,0.000469,15.3084,0.001979,14.0185,0.001909,12.532,0.038,12.838,0.047,12.303,,8.639,,Theia653,154.88166189124794,Kounkel2020,5446.0,1.13447,0.95,[11],1,,,,,,,,,0,,0,,0,,0
109477992,22.387211385683376,2.235191333224917,5.995969819290568,30.5213063629806,4.145610976518924e+18,273.401438571106,-16.3244893439969,0.640858,15.1988,16.909,0.0,15.966,0.458,14.007,0.056,13.133,0.091,12.581,0.068,15.7854,0.000674,16.2377,0.013499,15.107,0.004115,,,,,,,,,Theia1762,22.387211385683376,Kounkel2020,6090.0,1.18616,1.14,[33],1,30.5213063629806,2.235191333224917,0.0002971522608678872,0.02712997482117799,0.0285745046241622,193.7449419964547,0.9829199197183481,0.9962024332144073,0,0.2084233112331824,0,,0,,0
443033469,1513.561248436207,3.3737626690956715,42.65676550481477,35.14926574114456,3.0047180646921446e+18,94.9104132549458,-9.35907863959605,2.33091,12.4953,13.93,0.022,13.152,0.092,11.821,0.026,11.497,0.024,11.394,0.023,12.9928,0.000417,13.3988,0.002353,12.444,0.001935,11.332,0.024,11.396,0.022,11.478,0.196,9.021,,Theia1585,1513.561248436207,Kounkel2020,5568.0,1.06429,0.98,[17],1,,,,,,,,,0,,0,,0,,0
133914726,512.8613839913659,2.331607239890976,7.38280544154305,33.68521046247566,4.090239948898671e+18,276.225961201741,-21.684472571197,4.66354,12.181,16.295,0.172,13.429,0.08,11.04,0.024,10.44,0.022,10.325,0.025,12.9153,0.001174,13.6061,0.004358,12.1165,0.002835,10.191,0.032,10.239,0.029,10.619,0.146,8.761,,Theia803,512.8613839913659,Kounkel2020,4385.0,0.99444,0.686,[8],1,,,,,,,,,0,,0,,0,,0
401651323,234.4228815319917,2.5280778954590235,10.31161948122694,51.54691343136376,4.320667010263528e+18,289.482375778134,14.8922297104107,0.540988,15.4605,17.998,0.073,16.7642,0.046,14.197,0.043,13.77,0.054,13.594,0.054,16.2878,0.000681,17.0286,0.006291,15.4208,0.002691,,,,,,,,,Theia3534,234.4228815319917,Kounkel2020,5960.0,1.76441,1.09,[9],1,,,,,,,,,0,,0,,0,,0
172997183,32.35936569296281,1.970896085161532,4.000219851389625,31.77040982990171,2.922223906288562e+18,102.20421748047,-23.9659376709117,2.47353,15.5667,18.859,0.177,,,13.924,0.033,13.293,0.028,13.107,0.034,16.8704,0.001006,18.4585,0.01245,15.6465,0.00242,12.986,0.024,12.775,0.026,12.7,0.523,8.705,,Theia97,32.35936569296281,Kounkel2020,3273.0,0.594171,0.583307,[14],1,,,,,,,,,0,,0,,0,,0
220106872,4265.795188015934,2.2021234578852047,5.246173764346552,21.70253235566704,3.3268435281736366e+18,98.7349822359584,9.57916444432929,0.25938,16.5315,18.824,0.089,17.6268,0.0463,15.477,0.064,15.011,0.067,14.929,0.15,17.2572,0.001343,17.8847,0.009147,16.4787,0.009196,14.839,0.036,15.148,0.109,12.153,,8.826,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,5967.0,1.67041,1.09,[15],1,,,,,,,,,0,,0,,0,,0
125414002,114.8153621496884,2.725531243635824,14.33824688745193,26.20217941263569,3.0515683582352174e+18,105.759279530381,-8.32279860627632,0.932067,15.5158,16.977,0.122,16.558,0.0463,14.498,0.052,14.028,0.068,13.892,0.066,16.2127,0.001233,16.8099,0.012752,15.4541,0.004326,13.497,0.028,13.645,0.039,12.663,,8.654,,Theia294,114.8153621496884,Kounkel2020,5264.0,0.896764,0.9,[2],1,,,,,,,,,0,,0,,0,,0
174699154,1380.3842646028868,2.2660577247967235,6.110580708223198,20.41963351052189,4.267975698641253e+18,288.83792744994,2.53370967695512,0.824176,14.5445,16.569,0.067,15.578,0.137,13.552,0.026,13.116,0.031,13.038,0.036,15.2454,0.000331,15.8556,0.002666,14.4969,0.001551,,,,,,,,,Theia7015,1380.3842646028868,Kounkel2020,5551.0,1.5401,0.98,[21],1,,,,,,,,,0,,0,,0,,0
220122885,758.5775750291851,2.201451025073433,4.898204252057075,11.490209888291275,3.326375758992742e+18,98.9410794318289,8.89958045447933,0.407932,15.1758,16.589,0.093,15.795,0.138,14.379,0.029,14.089,0.041,14.003,0.062,15.6725,0.00092,16.0737,0.006727,15.1122,0.002115,14.012,0.028,14.065,0.047,12.017,,8.903,,Theia5805,758.5775750291851,Kounkel2020,6769.0,1.58228,1.45,[15],1,,,,,,,,,0,,0,,0,,0
118135263,57.54399373371567,2.1396938888441426,4.833321077973261,80.99561461969418,4.095635733492887e+18,273.476700811734,-18.3190697357079,0.659306,15.1315,16.493,0.035,16.0372,0.0467,13.332,,13.003,,13.47,0.063,15.7579,0.000934,16.2538,0.019401,15.0443,0.006969,,,,,,,,,Theia2065,57.54399373371567,Kounkel2020,5711.0,1.3065,1.02,"[11, 33]",2,,,,,,,,,0,,0,,0,,0
63039880,3235.936569296281,2.2178933016551032,5.658572417417213,60.02175011712946,2.9223221064219336e+18,104.494938758427,-23.976025024505,0.406624,15.8245,16.479,0.059,16.3617,0.0459,15.167,0.047,14.894,0.059,14.656,0.093,16.2335,0.000492,16.5437,0.002656,15.7642,0.002392,14.822,0.029,15.041,0.061,12.826,,8.849,,Theia8139,3235.936569296281,Kounkel2020,6270.0,1.04883,1.22,[14],1,,,,,,,,,0,,0,,0,,0
432866081,257.03957827688646,2.4462005389789736,8.8160750239085,7.5112654688159,4.104885482521529e+18,277.821831412354,-12.7513701113668,0.606718,15.604,,,16.9184,0.0463,14.192,0.045,13.694,0.051,13.56,0.054,16.4349,0.001268,17.1219,0.008084,15.5014,0.007664,,,,,,,,,Theia3729,257.03957827688646,Kounkel2020,5318.0,1.58511,0.92,"[6, 18]",2,,,,,,,,,0,,0,,0,,0
116827247,457.0881896148752,2.654430928007105,12.226751309317214,19.80848379573726,4.090804960435086e+18,273.190045350727,-21.6813115326464,0.948837,11.9943,13.045,0.03,12.529,0.057,11.369,0.024,11.173,0.028,11.112,0.026,12.3851,0.000238,12.6803,0.001898,11.9312,0.001151,10.904,0.03,11.092,0.038,10.266,0.227,8.329,0.464,Theia674,457.0881896148752,Kounkel2020,6655.0,2.63287,1.4,[11],1,,,,,,,,,0,,0,,0,,0
37400122,257.03957827688646,1.6038355325979188,5.57019661575115,3.081218934490028,3.104776852637828e+18,98.5277132142521,-4.07220723582989,0.38008,15.3597,16.831,0.055,16.151,0.492,14.618,0.041,14.341,0.042,14.125,0.061,15.8799,0.000666,16.297,0.003516,15.295,0.00215,14.103,0.032,14.133,0.047,12.278,,8.193,,Theia3702,257.03957827688646,Kounkel2020,6428.0,1.61512,1.3,[3],1,,,,,,,,,0,,0,,0,,0
179330711,45.70881896148752,2.0207718261763468,4.144305706481628,94.77146565441448,4.269297792658244e+18,286.730055603365,4.00232219304143,0.437176,16.1407,19.043,0.073,17.5435,0.0464,14.952,0.045,14.535,0.054,14.272,0.081,17.0135,0.000973,17.7951,0.010565,16.0947,0.004067,,,,,,,,,Theia1954,45.70881896148752,Kounkel2020,5506.0,1.7478,0.97,[21],1,,,,,,,,,0,,0,,0,,0
244428755,109.64781961431828,2.057314626964831,4.164723341775273,18.155304048957284,4.097152033056758e+18,274.290258053837,-18.1104962892104,0.399967,14.2928,15.802,0.127,15.183,0.229,13.318,0.032,13.109,0.037,13.019,0.045,14.8775,0.000496,15.3331,0.004666,14.203,0.001976,,,,,,,,,Theia2537,109.64781961431828,Kounkel2020,6433.0,2.76561,1.3,[33],1,,,,,,,,,0,,0,,0,,0
470028537,134.8962882591656,2.1673769990655107,5.332673581234093,33.341395783300825,5.958031443929783e+18,267.029091106412,-40.2032079931464,0.750268,11.9918,16.597,0.172,12.588,0.069,11.325,0.024,11.151,0.023,11.072,0.024,12.4258,0.000231,12.7674,0.001218,11.9303,0.000967,10.925,0.024,10.888,0.023,10.827,0.117,8.213,,Theia2772,134.8962882591656,Kounkel2020,6764.0,3.52602,1.45,[23],1,,,,,,,,,0,,0,,0,,0
163664928,489.7788193684456,1.3896400842156595,3.106825865852948,21.88625666774145,4.25172824532615e+18,280.957050513618,-8.42226073235686,0.769358,15.4291,16.863,0.13,16.094,0.984,14.465,0.068,14.101,0.091,13.999,0.082,16.0157,0.001163,16.417,0.015144,15.2864,0.00731,,,,,,,,,Theia4890,489.7788193684456,Kounkel2020,6126.0,0.899408,1.16,[19],1,,,,,,,,,0,,0,,0,,0
140555196,190.54607179632444,2.477681049526577,10.271166729712434,28.142745729675877,4.093204953804995e+18,276.973271872213,-18.3978863659958,0.557556,14.7043,16.777,0.114,15.606,0.195,13.711,0.036,13.34,0.051,13.254,0.038,15.3487,0.000666,15.8813,0.006388,14.6366,0.004058,12.945,0.048,13.261,0.056,12.027,,8.42,,Theia3231,190.54607179632444,Kounkel2020,5814.0,1.88883,1.05,[33],1,28.142745729675877,2.477681049526577,0.0001439929511633,0.008791880652377711,0.008639532000238752,307.6358378185349,1.0659940678199602,0.9572656406629317,0,0.42315478973914583,0,,0,,0
427373502,10.0,2.0950111519701267,4.70932590849348,16.557827849037576,3.0171888973734625e+18,83.67525,-5.98116667,0.767492,15.9629,20.466,0.164,17.8747,0.0473,14.246,0.03,13.59,0.04,13.318,0.029,17.054,0.00123,18.0746,0.01517,15.941,0.003744,13.149,0.03,13.096,0.029,11.967,,8.091,,OSFC,10.0,roquette25,5510.0,1.50193,0.97,[0],1,,,,,,,,,0,,0,,0,,0
140379387,245.47089156850336,2.195272431802507,6.17070798642465,46.68364773677296,3.3422090356699924e+18,90.142749833766,11.6559523810092,0.683568,15.7896,17.395,-0.13,16.468,0.06,14.907,0.04,14.526,0.058,14.461,0.091,16.436,0.000948,17.0025,0.006083,15.7435,0.004437,14.198,0.032,14.391,0.057,12.536,,8.698,,Theia3622,245.47089156850336,Kounkel2020,5148.0,1.00744,0.87,[13],1,,,,,,,,,0,,0,,0,,0
280222024,229.086765276777,1.7217897931271384,1.7699189094370995,5.108757592570224,3.100663991957193e+18,100.771667557672,-5.50537943950516,0.983842,15.2522,17.175,0.136,15.855,0.138,14.358,0.034,13.886,0.039,13.881,0.064,15.8454,0.00074,16.3451,0.006726,15.1979,0.001725,13.831,0.028,13.973,0.045,12.594,,8.646,,Theia3522,229.086765276777,Kounkel2020,5392.0,0.815356,0.94,[27],1,,,,,,,,,0,,0,,0,,0
1766908028,478.630092322638,2.264442918743892,6.01267550348811,17.488581296215937,4.25343025934397e+18,280.888781560029,-5.93403933395895,0.499349,16.2481,,,17.1978,0.0462,,,,,,,16.8976,0.001318,17.3747,0.0094,16.117,0.007175,,,,,,,,,Theia4850,478.630092322638,Kounkel2020,5482.0,1.08305,0.96,[20],1,,,,,,,,,0,,0,,0,,0
377391768,14.751355136387366,2.42815070059394,8.526859123119719,37.02926603433368,5.977126941587416e+18,256.494209250928,-36.2398159690402,7.51269,14.0077,18.384,0.0,16.928,0.06,12.231,0.024,11.639,0.028,11.389,0.026,15.3841,0.000784,17.1461,0.011915,14.1062,0.002409,11.288,0.03,11.149,0.029,10.478,0.185,8.056,,ScoCen,14.751355136387366,Ratzenbock2023,3164.0,0.47885,0.476768,[22],1,,,,,,,,,0,,0,,0,,0
11295893,10.0,1.820387754269877,9.60959972754591,6.863093213515509,3.216434320019125e+18,84.90233,-2.70485,2.78877,9.1906,10.909,0.075,10.105,0.005,8.462,0.027,8.055,0.04,7.944,0.038,9.71848,0.001794,10.1559,0.005287,9.14153,0.004158,7.738,0.027,7.775,0.02,7.725,0.019,7.862,,OSFC,10.0,roquette25,6141.0,4.10145,1.16,[0],1,,,,,,,,,0,,0,,0,,0
282508423,22.387211385683376,2.4102830421744224,9.12468875320148,32.45804492023951,3.102811235085908e+18,103.354623857373,-3.39234124042786,3.48884,16.4611,,,,,14.642,0.037,14.026,0.033,13.832,0.045,17.9075,0.002198,19.7772,0.049115,16.5712,0.009779,13.648,0.025,13.437,0.031,12.063,,9.042,,Theia55,22.387211385683376,Kounkel2020,3087.0,0.365843,0.352486,[25],1,,,,,,,,,0,,0,,0,,0
220188443,758.5775750291851,2.459222100354637,9.945442223336215,28.602774220000487,3.326781818083027e+18,99.2207730682589,9.41763475783676,0.336693,16.5725,18.457,0.086,17.5964,0.0462,15.508,0.058,14.985,0.059,14.801,0.105,17.2616,0.001198,17.8424,0.011135,16.5087,0.005099,14.932,0.049,14.552,0.074,11.644,,8.703,,Theia5805,758.5775750291851,Kounkel2020,5745.0,1.34144,1.03,[15],1,,,,,,,,,0,,0,,0,,0
318662866,457.0881896148752,2.4725121362680533,9.064751789481958,23.18781494159049,3.0483898762801736e+18,109.849061989348,-9.2368352892946,0.636381,14.7666,16.198,0.082,15.358,0.013,13.97,0.03,13.756,0.033,13.549,0.044,15.2742,0.00048,15.6776,0.002658,14.7044,0.001606,13.601,0.026,13.672,0.036,12.458,0.408,9.006,,Theia4742,457.0881896148752,Kounkel2020,5841.0,1.31734,1.05,[2],1,,,,,,,,,0,,0,,0,,0
267438555,97.72372209558112,2.8808028547356903,20.10692486696922,68.93116357910233,5.961693814088345e+18,263.179364008512,-39.5234256911202,0.387737,15.1387,17.099,0.109,16.437,0.332,13.904,0.022,13.46,0.035,13.341,0.032,15.9035,0.000955,16.5628,0.008062,15.0671,0.005319,,,,,,,,,Theia2415,97.72372209558112,Kounkel2020,6848.0,2.50186,1.48,[23],1,,,,,,,,,0,,0,,0,,0
177269638,147.9108388168207,1.3372517122272964,2.6717153754282457,3.9169702444979286,3.051289151001045e+18,106.529322564745,-8.83499645355115,0.423923,16.2117,17.566,0.124,17.1356,0.0464,15.15,0.056,14.85,0.053,14.726,0.12,16.8477,0.001131,17.3701,0.015896,16.1406,0.004738,14.696,0.031,14.869,0.067,12.262,0.352,8.81,,Theia2858,147.9108388168207,Kounkel2020,5599.0,1.2277,0.99,[2],1,,,,,,,,,0,,0,,0,,0
178983068,154.88166189124794,2.6192909059311527,12.0852642015346,13.634731760620047,4.26729018749352e+18,286.579392819439,0.935746123078897,0.887394,13.1457,15.141,0.041,14.163,0.172,12.109,0.025,11.88,0.026,11.733,0.028,13.8236,0.000295,14.4095,0.00164,13.0925,0.001205,11.623,0.027,11.656,0.024,11.428,,9.011,,Theia2954,154.88166189124794,Kounkel2020,6545.0,2.4976,1.35,[31],1,,,,,,,,,0,,0,,0,,0
415588731,46.77351412871982,3.1450556543220123,30.34242189641876,54.43521884191293,3.345261756686968e+18,91.7292166330348,14.2953222355929,1.11809,14.8576,16.789,0.104,15.767,0.069,13.944,0.03,13.481,0.037,13.292,0.032,15.5098,0.002054,16.0582,0.00764,14.7836,0.018389,13.26,0.026,13.278,0.033,12.211,,8.191,,Theia282,46.77351412871982,Kounkel2020,5030.0,0.976546,0.84,[13],1,,,,,,,,,0,,0,,0,,0
434321517,75.85775750291836,2.24995994801038,6.8304133623297485,50.66479712124457,3.344768900599432e+18,93.5208074162073,13.9673165854606,1.44113,16.4903,20.144,0.171,17.8762,0.0507,15.331,0.048,14.641,0.049,14.438,0.088,17.3328,0.001576,18.1477,0.035145,16.425,0.005283,14.244,0.029,14.288,0.052,12.18,0.436,8.89,,Theia2223,75.85775750291836,Kounkel2020,4253.0,0.527636,0.665,"[13, 28]",2,,,,,,,,,0,,0,,0,,0
89287809,398.10717055349687,2.0874840275208992,4.604495959009079,38.9434357049593,3.343788518484384e+18,89.901227767546,13.4511988793518,0.400907,16.167,16.82,0.062,17.0242,0.0461,15.257,0.05,14.859,0.059,14.789,0.1,16.7669,0.000979,17.2467,0.007303,16.09,0.007889,14.515,0.033,14.667,0.066,12.322,,8.878,,Theia4474,398.10717055349687,Kounkel2020,5748.0,1.23169,1.03,"[13, 16]",2,,,,,,,,,0,,0,,0,,0
264541311,741.3102413009162,2.4239282792577,8.736445724032336,31.2796584561275,3.2222440320850934e+18,81.6441164905344,1.83521178108666,0.982918,12.9589,14.276,0.047,13.599,0.114,12.351,0.026,12.07,0.022,11.981,0.023,13.4093,0.000306,13.7632,0.002102,12.9036,0.001103,11.921,0.023,11.948,0.024,12.051,0.347,8.722,,Theia5744,741.3102413009162,Kounkel2020,5838.0,1.83157,1.05,[1],1,,,,,,,,,0,,0,,0,,0
1764988388,70.79457843841374,1.377198346723585,2.9984175145982306,1.8838949961582112,4.252502374610753e+18,282.751595784541,-6.30781139586835,0.545087,15.0793,,,15.8843,0.0464,,,,,,,15.6501,0.001218,16.0186,0.012086,14.9199,0.012427,,,,,,,,,Theia2170,70.79457843841374,Kounkel2020,5917.0,1.45568,1.08,[19],1,,,,,,,,,0,,0,,0,,0
